labels,text,emo_s,prob_emo_s,emotion_word,prob_max
guilt,"When my father and I worked on the house just after he had recovered from illness, I was rather lazy. This meant that he had to work hard and was not very well later. ",guilt,"[0.6986163258552551, 0.7773282527923584, 0.6273348927497864, 0.8035763502120972, 0.08873064815998077, 0.6917123198509216, 0.4712983965873718]",blameworthy,0.8035763502120972
joy,When I gave birth to my son and saw that he was alive and that I had managed it well. He was born a month too early with a malfunctioning lung. This happened a year ago. ,joy,"[0.12976916134357452, 0.07746220380067825, 0.34153079986572266, 0.5726184248924255, 0.8441630005836487, 0.08145707100629807, 0.49172013998031616]",achievement,0.8441630005836487
fear,When I found out that my father had lung cancer and they did not know how long he would live. ,sadness,"[0.6737692356109619, 0.8862223029136658, 0.8562980890274048, 0.6760233044624329, 0.10289508104324341, 0.9181702136993408, 0.6007418036460876]",sadness,0.9181702136993408
anger,"When a colleague asked me for help at work, despite the fact that he had more time to do it than I had. ",guilt,"[0.7929894328117371, 0.7056405544281006, 0.4954552948474884, 0.8616698980331421, 0.3507216274738312, 0.4828774929046631, 0.4779151380062103]",culpability,0.8616698980331421
sadness,When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated. ,disgust,"[0.8774033784866333, 0.8872807025909424, 0.6003648638725281, 0.6405854225158691, 0.25874507427215576, 0.8553919196128845, 0.6879774332046509]",repugnance,0.8872807025909424
disgust,When I was weeding the garden I found a lizard in my hand. ,disgust,"[0.5507361888885498, 0.8533174395561218, 0.5937044024467468, 0.4892255663871765, 0.1653827726840973, 0.4982297122478485, 0.3994973599910736]",repugnance,0.8533174395561218
shame,"When I met a friend whom I had not seen for a long time and heard all about her troubles, I thought that I should have got in touch with her earlier. ",guilt,"[0.907456636428833, 0.6912943124771118, 0.7022197246551514, 0.9858739376068115, 0.018807703629136086, 0.8713566660881042, 0.8457254767417908]",regret,0.9858739376068115
guilt,I got angry at my mother for something trivial. We were in a bad mood because my father was very ill and I knew that my mother really needed support. I had reacted wrongly. ,sadness,"[0.9790502190589905, 0.9539930820465088, 0.8212706446647644, 0.971986711025238, 0.4502503275871277, 0.9835240244865417, 0.7285379767417908]",unhappy,0.9835240244865417
joy,"New year's eve /, I met my girlfriend. We stood on the steps outside her parents home and I kissed her for the first time. ",joy,"[0.12004514783620834, 0.07203453779220581, 0.28880390524864197, 0.7281736135482788, 0.7624619603157043, 0.0850682482123375, 0.6830974817276001]",happy,0.7624619603157043
fear,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue. I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go. The situation ended happily since there were no consequences. ",disgust,"[0.0060767908580601215, 0.7822733521461487, 0.5193278193473816, 0.03223070129752159, 0.28679755330085754, 0.004022843204438686, 0.012829563580453396]",repugnance,0.7822733521461487
anger,The editor changed the heading of an article that I had written. He considered the heading to be derogatory towards the person I had written about. ,disgust,"[0.7935965657234192, 0.9538144469261169, 0.7238710522651672, 0.7428153157234192, 0.3579002916812897, 0.7253416180610657, 0.9309553503990173]",repugnance,0.9538144469261169
sadness,"A close acquaintance of the family died of lung cancer. Although it was expected, I still felt depressed. ",sadness,"[0.1787242740392685, 0.721392035484314, 0.8344618678092957, 0.9312992095947266, 0.02379918098449707, 0.9862809181213379, 0.6534523367881775]",sadness,0.9862809181213379
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they couldn't get the bodies out at the scene of the accident. ",sadness,"[0.7499570846557617, 0.8787117004394531, 0.9118440747261047, 0.7034261226654053, 0.05375795438885689, 0.9391791224479675, 0.7512465119361877]",sadness,0.9391791224479675
shame,One night I had a sexual intercourse with another man. My sexual desire and my curiosity had made me jump into bed with him. I am ashamed of myself now. ,disgust,"[0.643633246421814, 0.9890528321266174, 0.6317082047462463, 0.9725358486175537, 0.1005513072013855, 0.9170545339584351, 0.9865351319313049]",repugnance,0.9890528321266174
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. ",guilt,"[0.6772279143333435, 0.7964908480644226, 0.18930687010288239, 0.9040600061416626, 0.10354583710432053, 0.5310115218162537, 0.3333219885826111]",blameworthy,0.9040600061416626
joy,When I got the loan for my studies. ,joy,"[0.08187224715948105, 0.06308194994926453, 0.0973406508564949, 0.490898996591568, 0.7916869521141052, 0.03441077843308449, 0.10383056849241257]",happy,0.7916869521141052
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night. ,disgust,"[0.7093137502670288, 0.9344382286071777, 0.8043648600578308, 0.9048473238945007, 0.09435535222291946, 0.4434274733066559, 0.7798375487327576]",repugnance,0.9344382286071777
anger,On the T. V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip. ,guilt,"[0.6874995827674866, 0.8444722890853882, 0.6012861728668213, 0.8571252226829529, 0.023290779441595078, 0.7728462219238281, 0.6375707983970642]",misconduct,0.8571252226829529
sadness,The thought of having to read a boring book of pages in English. ,anger,"[0.9299840927124023, 0.916989803314209, 0.8183591961860657, 0.5787162780761719, 0.0034842570312321186, 0.6928185820579529, 0.3199044167995453]",annoyance,0.9299840927124023
disgust,Grovelling people. ,disgust,"[0.9879889488220215, 0.9976805448532104, 0.9530383348464966, 0.9705727696418762, 0.04078376665711403, 0.9940811991691589, 0.9842031002044678]",loathing,0.9976805448532104
shame,My inability to assert myself positively in a group. ,guilt,"[0.8306223750114441, 0.7831553220748901, 0.9132496118545532, 0.9331732392311096, 0.020726678892970085, 0.7189019322395325, 0.811998724937439]",blameworthy,0.9331732392311096
guilt,I experience feelings of guilt because I do not study enough. ,guilt,"[0.3087441921234131, 0.8360059857368469, 0.34705421328544617, 0.9797026515007019, 0.1024974137544632, 0.5418274998664856, 0.6603432893753052]",culpability,0.9797026515007019
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners. ",guilt,"[0.8950554132461548, 0.9281976819038391, 0.5805699229240417, 0.9788655042648315, 0.0854983776807785, 0.7247604727745056, 0.858737587928772]",misconduct,0.9788655042648315
shame,I guess I have often been ashamed after having talked badly of other people. ,shame,"[0.5644392371177673, 0.9724621176719666, 0.8315982818603516, 0.9792711734771729, 0.17063871026039124, 0.7302125692367554, 0.9863005876541138]",embarrassment,0.9863005876541138
guilt,Having been angry and unpleasant towards my parents. ,guilt,"[0.9869775176048279, 0.9877625703811646, 0.516806960105896, 0.9895192384719849, 0.10358843207359314, 0.9839898347854614, 0.7125540375709534]",misconduct,0.9895192384719849
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy. ,joy,"[0.12545271217823029, 0.2908456325531006, 0.1592646837234497, 0.28384217619895935, 0.8964153528213501, 0.06917208433151245, 0.053082358092069626]",achievement,0.8964153528213501
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover. ",sadness,"[0.5363563895225525, 0.5285956859588623, 0.8359560966491699, 0.7146726846694946, 0.24317114055156708, 0.9735386967658997, 0.46150627732276917]",grief,0.9735386967658997
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful. ",disgust,"[0.8218278288841248, 0.9331943392753601, 0.5508307218551636, 0.6103289127349854, 0.14279668033123016, 0.9260587692260742, 0.6317078471183777]",repugnance,0.9331943392753601
sadness,"When my boyfriend openly let me down, preferring another girl. ",guilt,"[0.9122815728187561, 0.9656656384468079, 0.7613659501075745, 0.9818586111068726, 0.015401930548250675, 0.9665260314941406, 0.9097400307655334]",misconduct,0.9818586111068726
disgust,"I felt some disgust for my boyfriend for a time, after he had left me. ",anger,"[0.9798378944396973, 0.9791861176490784, 0.7881304025650024, 0.8801607489585876, 0.2913064956665039, 0.9086371064186096, 0.9350099563598633]",irritation,0.9798378944396973
shame,Can't think of any. ,guilt,"[0.005123700015246868, 0.014669926837086678, 0.004142390564084053, 0.024265211075544357, 0.005323787685483694, 0.011870227754116058, 0.017814522609114647]", responsibility,0.024265211075544357
guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed. ",sadness,"[0.6226882934570312, 0.8870742917060852, 0.9010379910469055, 0.6778038144111633, 0.0918068215250969, 0.9437077641487122, 0.6440834999084473]",sadness,0.9437077641487122
joy,"Unexpected visit by a close friend, whom I hadn't seen for half a year. ",joy,"[0.023749789223074913, 0.005643516778945923, 0.08605065941810608, 0.14025846123695374, 0.6734628677368164, 0.007825879380106926, 0.4886545240879059]",joy,0.6734628677368164
fear,"I wandered by mistake into the safety zone of a shooting range, and was shot at. ",guilt,"[0.44599729776382446, 0.5825101137161255, 0.6784731149673462, 0.8656238317489624, 0.012347189709544182, 0.49865591526031494, 0.30481231212615967]",culpability,0.8656238317489624
anger,Being treated unfairly. ,guilt,"[0.9525669813156128, 0.9690148234367371, 0.8277688026428223, 0.9837089776992798, 0.008012539707124233, 0.922160804271698, 0.9555130004882812]",misconduct,0.9837089776992798
sadness,Breaking up with a girl. ,sadness,"[0.8528172969818115, 0.9252706170082092, 0.5793958306312561, 0.7749667763710022, 0.8686864376068115, 0.9340596199035645, 0.5517833828926086]",sadness,0.9340596199035645
disgust,Nothing. ,sadness,"[0.0205034539103508, 0.060608603060245514, 0.02795170620083809, 0.03427322581410408, 0.012273275293409824, 0.2975815236568451, 0.18780799210071564]",loneliness,0.2975815236568451
shame,None. ,guilt,"[0.012435153126716614, 0.07854772359132767, 0.1425597220659256, 0.1771402657032013, 0.024912334978580475, 0.09925974905490875, 0.06809670478105545]",culpability,0.1771402657032013
guilt,Little contact with my father before he died. ,sadness,"[0.5115538835525513, 0.361377090215683, 0.6212055087089539, 0.47132033109664917, 0.15876661241054535, 0.8243846893310547, 0.37255001068115234]",sadness,0.8243846893310547
joy,"When I was accepted as a student at the college, not having thought it possible. ",joy,"[0.17881207168102264, 0.2389996200799942, 0.6223582029342651, 0.5018139481544495, 0.9461560249328613, 0.08662357926368713, 0.3190542161464691]",achievement,0.9461560249328613
fear,"When I was the first to arrive at the scene after an accident, and found that a close school friend had been killed. ",sadness,"[0.6179131865501404, 0.9121054410934448, 0.8483036160469055, 0.7992268204689026, 0.6165765523910522, 0.9359797239303589, 0.5319581627845764]",sadness,0.9359797239303589
anger,"I was accused of having done something, which I hadn't and got very angry. ",anger,"[0.9836670160293579, 0.9605764150619507, 0.32694360613822937, 0.8746866583824158, 0.052192166447639465, 0.8916751742362976, 0.9233779311180115]",irritation,0.9836670160293579
sadness,When my grandmother died. ,sadness,"[0.6540523171424866, 0.7404372096061707, 0.5506787300109863, 0.7294646501541138, 0.07625728100538254, 0.9252025485038757, 0.41911372542381287]",grief,0.9252025485038757
disgust,Not applicable. ,disgust,"[0.11173001676797867, 0.6095932722091675, 0.06292866915464401, 0.5438919067382812, 0.022813135758042336, 0.23154978454113007, 0.17393603920936584]",repugnance,0.6095932722091675
joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband. Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment. the whole nature was full of music. ",joy,"[0.013253087177872658, 0.0029746070504188538, 0.0025981017388403416, 0.2130819708108902, 0.8370268940925598, 0.0013666331069543958, 0.1532074213027954]",happy,0.8370268940925598
fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences. My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket) ",anger,"[0.9383362531661987, 0.7782545685768127, 0.5577520132064819, 0.631740152835846, 0.2840973436832428, 0.625588595867157, 0.5892321467399597]",irritation,0.9383362531661987
