labels,text,feels_s,prob_feels_s,emotion_word,prob_max
guilt,"When my father and I worked on the house just after he had recovered from illness, I was rather lazy. This meant that he had to work hard and was not very well later. ",guilt,"[0.9593346118927002, 0.9211676120758057, 0.6576969623565674, 0.970353364944458, 0.4110793471336365, 0.9488452672958374, 0.8991924524307251]",culpable,0.970353364944458
joy,When I gave birth to my son and saw that he was alive and that I had managed it well. He was born a month too early with a malfunctioning lung. This happened a year ago. ,joy,"[0.08433528244495392, 0.09206151217222214, 0.3849906921386719, 0.6210921406745911, 0.9916808009147644, 0.07878760248422623, 0.03979882225394249]",accomplished,0.9916808009147644
fear,When I found out that my father had lung cancer and they did not know how long he would live. ,sadness,"[0.9395402669906616, 0.9640635251998901, 0.9932244420051575, 0.9337594509124756, 0.35167720913887024, 0.9959110021591187, 0.7866179347038269]",sadness,0.9959110021591187
anger,"When a colleague asked me for help at work, despite the fact that he had more time to do it than I had. ",anger,"[0.9681326746940613, 0.6255342960357666, 0.632373034954071, 0.8771294951438904, 0.30056560039520264, 0.8652172088623047, 0.5125054717063904]",irritated,0.9681326746940613
sadness,When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated. ,sadness,"[0.9819693565368652, 0.9727329611778259, 0.8508821725845337, 0.9054070115089417, 0.006432535592466593, 0.9852935671806335, 0.9566644430160522]",unhappy,0.9852935671806335
disgust,When I was weeding the garden I found a lizard in my hand. ,fear,"[0.9844150543212891, 0.9830918908119202, 0.985403299331665, 0.9617683291435242, 0.6272259950637817, 0.9527182579040527, 0.9527048468589783]",fear,0.985403299331665
shame,"When I met a friend whom I had not seen for a long time and heard all about her troubles, I thought that I should have got in touch with her earlier. ",guilt,"[0.9919918179512024, 0.9493258595466614, 0.884967029094696, 0.9985411167144775, 0.010438906960189342, 0.9885884523391724, 0.939369261264801]",regretful,0.9985411167144775
guilt,I got angry at my mother for something trivial. We were in a bad mood because my father was very ill and I knew that my mother really needed support. I had reacted wrongly. ,anger,"[0.9975787997245789, 0.9888733625411987, 0.8155882954597473, 0.9965625405311584, 0.483713299036026, 0.9916852712631226, 0.9181619882583618]",anger,0.9975787997245789
joy,"New year's eve /, I met my girlfriend. We stood on the steps outside her parents home and I kissed her for the first time. ",joy,"[0.32373642921447754, 0.14086145162582397, 0.739606499671936, 0.6663447022438049, 0.9852424263954163, 0.19738233089447021, 0.2624853253364563]",happy,0.9852424263954163
fear,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue. I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go. The situation ended happily since there were no consequences. ",fear,"[0.006498279515653849, 0.8022820949554443, 0.9940571784973145, 0.6097099781036377, 0.5549095273017883, 0.008826839737594128, 0.11227556318044662]",fear,0.9940571784973145
anger,The editor changed the heading of an article that I had written. He considered the heading to be derogatory towards the person I had written about. ,anger,"[0.9587538242340088, 0.8930850625038147, 0.6694972515106201, 0.8902305960655212, 0.2611224949359894, 0.7077398300170898, 0.8153324127197266]",anger,0.9587538242340088
sadness,"A close acquaintance of the family died of lung cancer. Although it was expected, I still felt depressed. ",sadness,"[0.014300789684057236, 0.8901264071464539, 0.9687767624855042, 0.9892521500587463, 0.0623905323445797, 0.9991306662559509, 0.5061571002006531]",sadness,0.9991306662559509
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they couldn't get the bodies out at the scene of the accident. ",sadness,"[0.9440559148788452, 0.9751511216163635, 0.9851101636886597, 0.9459830522537231, 0.1382131278514862, 0.9922094345092773, 0.729209840297699]",sadness,0.9922094345092773
shame,One night I had a sexual intercourse with another man. My sexual desire and my curiosity had made me jump into bed with him. I am ashamed of myself now. ,shame,"[0.9339872002601624, 0.9987181425094604, 0.9929580688476562, 0.9987261891365051, 0.776871383190155, 0.9980472326278687, 0.9991223216056824]",embarrassed,0.9991223216056824
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. ",disgust,"[0.9813241362571716, 0.9846151471138, 0.6369165182113647, 0.9808650612831116, 0.45486682653427124, 0.9751228094100952, 0.9068111777305603]",repugnance,0.9846151471138
joy,When I got the loan for my studies. ,joy,"[0.4885485768318176, 0.4668562114238739, 0.432155042886734, 0.8632510900497437, 0.9819934368133545, 0.21897755563259125, 0.2817211449146271]",happy,0.9819934368133545
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night. ,disgust,"[0.9570308327674866, 0.9809564352035522, 0.9616819024085999, 0.9495810866355896, 0.5575753450393677, 0.8523020148277283, 0.9490435123443604]",repugnance,0.9809564352035522
anger,On the T. V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip. ,disgust,"[0.9557638168334961, 0.9766289591789246, 0.9353846311569214, 0.9563141465187073, 0.23958151042461395, 0.9677441120147705, 0.8219000697135925]",repugnance,0.9766289591789246
sadness,The thought of having to read a boring book of pages in English. ,disgust,"[0.9709265232086182, 0.9754124879837036, 0.9605847597122192, 0.7051680088043213, 0.01151092629879713, 0.9520582556724548, 0.4503461420536041]",repugnance,0.9754124879837036
disgust,Grovelling people. ,disgust,"[0.995003879070282, 0.9979719519615173, 0.9843230843544006, 0.9652958512306213, 0.29490044713020325, 0.9937230944633484, 0.8936033248901367]",loathing,0.9979719519615173
shame,My inability to assert myself positively in a group. ,guilt,"[0.9645906686782837, 0.9830695390701294, 0.9601106643676758, 0.9941216111183167, 0.07263616472482681, 0.8984825611114502, 0.9761473536491394]",culpable,0.9941216111183167
guilt,I experience feelings of guilt because I do not study enough. ,guilt,"[0.23621754348278046, 0.9912219047546387, 0.4725774824619293, 0.9985842704772949, 0.0017924562562257051, 0.88592529296875, 0.9859326481819153]",guilty,0.9985842704772949
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners. ",anger,"[0.9401473999023438, 0.9178290963172913, 0.5465893745422363, 0.7778268456459045, 0.43581005930900574, 0.733113706111908, 0.6631821393966675]",annoyed,0.9401473999023438
shame,I guess I have often been ashamed after having talked badly of other people. ,guilt,"[0.44054386019706726, 0.9977224469184875, 0.8826483488082886, 0.9979628324508667, 0.002561576198786497, 0.9709110260009766, 0.9975436329841614]",regretful,0.9979628324508667
guilt,Having been angry and unpleasant towards my parents. ,anger,"[0.9987785220146179, 0.9905339479446411, 0.703467607498169, 0.9900197982788086, 0.0701213851571083, 0.9863341450691223, 0.9107965230941772]",anger,0.9987785220146179
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy. ,joy,"[0.7755585312843323, 0.43054142594337463, 0.6446546316146851, 0.7120804190635681, 0.9941040873527527, 0.286991685628891, 0.15672087669372559]",happy,0.9941040873527527
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover. ",sadness,"[0.6823588013648987, 0.7944750189781189, 0.9426310062408447, 0.9169631600379944, 0.12373021990060806, 0.9969035983085632, 0.7941529750823975]",grieved,0.9969035983085632
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful. ",anger,"[0.9923116564750671, 0.9735864996910095, 0.9059398770332336, 0.9317770600318909, 0.11978188157081604, 0.986951470375061, 0.8570507764816284]",irritated,0.9923116564750671
sadness,"When my boyfriend openly let me down, preferring another girl. ",sadness,"[0.9957157969474792, 0.9953515529632568, 0.9787985682487488, 0.9964786171913147, 0.05579333379864693, 0.9983373880386353, 0.9966141581535339]",unhappy,0.9983373880386353
disgust,"I felt some disgust for my boyfriend for a time, after he had left me. ",disgust,"[0.993813157081604, 0.9949542880058289, 0.9693663120269775, 0.9746407270431519, 0.11773230880498886, 0.9826928377151489, 0.9907389879226685]",repugnance,0.9949542880058289
shame,Can't think of any. ,disgust,"[0.1848793923854828, 0.49799755215644836, 0.05591023340821266, 0.14146310091018677, 0.12416693568229675, 0.49437659978866577, 0.3776729702949524]",repugnance,0.49799755215644836
guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed. ",sadness,"[0.8987309336662292, 0.9189049601554871, 0.9520674347877502, 0.9636374711990356, 0.25130370259284973, 0.9926398992538452, 0.8215157389640808]",sadness,0.9926398992538452
joy,"Unexpected visit by a close friend, whom I hadn't seen for half a year. ",joy,"[0.06303149461746216, 0.07073419541120529, 0.4081685245037079, 0.3183271586894989, 0.9734331369400024, 0.27887168526649475, 0.1951342225074768]",blessed,0.9734331369400024
fear,"I wandered by mistake into the safety zone of a shooting range, and was shot at. ",guilt,"[0.9837270975112915, 0.989011287689209, 0.9930132031440735, 0.9958066940307617, 0.07014195621013641, 0.9938475489616394, 0.9700683951377869]",regretful,0.9958066940307617
anger,Being treated unfairly. ,guilt,"[0.9893594980239868, 0.9941421151161194, 0.8645185232162476, 0.9968641400337219, 0.004937800113111734, 0.9904943108558655, 0.974719226360321]",misconduct,0.9968641400337219
sadness,Breaking up with a girl. ,sadness,"[0.9262959361076355, 0.9251413345336914, 0.8260952234268188, 0.9091787934303284, 0.7479661107063293, 0.9724394679069519, 0.8053038716316223]",unhappy,0.9724394679069519
disgust,Nothing. ,disgust,"[0.031452324241399765, 0.284056156873703, 0.007923895493149757, 0.10046108067035675, 0.032219141721725464, 0.23031368851661682, 0.2521999180316925]",bitter,0.284056156873703
shame,None. ,sadness,"[0.04123115912079811, 0.12375307083129883, 0.017409874126315117, 0.06976599991321564, 0.12627500295639038, 0.2258501797914505, 0.1249905526638031]",unhappy,0.2258501797914505
guilt,Little contact with my father before he died. ,sadness,"[0.8800762891769409, 0.8591160774230957, 0.7677242159843445, 0.8474952578544617, 0.7327731251716614, 0.9711797833442688, 0.6986908316612244]",sorrow,0.9711797833442688
joy,"When I was accepted as a student at the college, not having thought it possible. ",joy,"[0.36031574010849, 0.2130827158689499, 0.827384889125824, 0.5622981786727905, 0.9891786575317383, 0.11726177483797073, 0.22606582939624786]",accomplished,0.9891786575317383
fear,"When I was the first to arrive at the scene after an accident, and found that a close school friend had been killed. ",sadness,"[0.946877121925354, 0.9839332103729248, 0.993063747882843, 0.9828862547874451, 0.44568362832069397, 0.9959859251976013, 0.9022960066795349]",sadness,0.9959859251976013
anger,"I was accused of having done something, which I hadn't and got very angry. ",anger,"[0.9976387023925781, 0.9571457505226135, 0.5205246806144714, 0.9962180256843567, 0.3291551470756531, 0.9708192348480225, 0.9559105038642883]",anger,0.9976387023925781
sadness,When my grandmother died. ,sadness,"[0.8802679181098938, 0.9396894574165344, 0.9180616140365601, 0.9792405366897583, 0.25226733088493347, 0.9947888851165771, 0.7758287191390991]",grieved,0.9947888851165771
disgust,Not applicable. ,disgust,"[0.39250895380973816, 0.7012212872505188, 0.12493213266134262, 0.25168755650520325, 0.09093388170003891, 0.36265233159065247, 0.279297798871994]",repugnance,0.7012212872505188
joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband. Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment. the whole nature was full of music. ",joy,"[0.004142767749726772, 0.003179796738550067, 0.0034088012762367725, 0.6565921306610107, 0.9936304688453674, 0.004129174631088972, 0.06964872777462006]",joyful,0.9936304688453674
fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences. My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket) ",fear,"[0.769025981426239, 0.8320181965827942, 0.9197689890861511, 0.7264659404754639, 0.36389395594596863, 0.7954646944999695, 0.625886857509613]",anxiety,0.9197689890861511
anger,"I went to a lecture and once again it had been cancelled, this was the second time. One had a negative attitude towards the lecturer. ",anger,"[0.995179295539856, 0.9904875159263611, 0.9565991163253784, 0.9785451889038086, 0.015047180466353893, 0.9942428469657898, 0.970358669757843]",annoyed,0.995179295539856
