labels,text,expr_s,prob_expr_s,emotion_word,prob_max
guilt,"When my father and I worked on the house just after he had recovered from illness, I was rather lazy. This meant that he had to work hard and was not very well later. ",guilt,"[0.8942489624023438, 0.8073590993881226, 0.6898294687271118, 0.9796121716499329, 0.11627782881259918, 0.9162640571594238, 0.7606258392333984]",blameworthy,0.9796121716499329
joy,When I gave birth to my son and saw that he was alive and that I had managed it well. He was born a month too early with a malfunctioning lung. This happened a year ago. ,joy,"[0.014675593003630638, 0.011954445391893387, 0.0664675235748291, 0.5402031540870667, 0.9903736114501953, 0.032415132969617844, 0.008063852787017822]",an achievement,0.9903736114501953
fear,When I found out that my father had lung cancer and they did not know how long he would live. ,fear,"[0.7684397101402283, 0.9366139769554138, 0.9901803731918335, 0.9241615533828735, 0.11699852347373962, 0.9892204403877258, 0.5809015035629272]",scare,0.9901803731918335
anger,"When a colleague asked me for help at work, despite the fact that he had more time to do it than I had. ",sadness,"[0.9647763967514038, 0.924450159072876, 0.7854372262954712, 0.9642110466957092, 0.37823978066444397, 0.9734217524528503, 0.8219277858734131]",unhappiness,0.9734217524528503
sadness,When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated. ,sadness,"[0.9846632480621338, 0.9794155359268188, 0.8830647468566895, 0.9493218064308167, 0.05440249294042587, 0.9952964186668396, 0.9297338128089905]",unhappiness,0.9952964186668396
disgust,When I was weeding the garden I found a lizard in my hand. ,fear,"[0.9543105363845825, 0.9667319655418396, 0.9717963337898254, 0.8590591549873352, 0.5250976085662842, 0.8861414194107056, 0.9034137725830078]",scare,0.9717963337898254
shame,"When I met a friend whom I had not seen for a long time and heard all about her troubles, I thought that I should have got in touch with her earlier. ",guilt,"[0.9936528205871582, 0.9614549875259399, 0.9792658686637878, 0.997753918170929, 0.13564886152744293, 0.9952794313430786, 0.9811570048332214]",regret,0.997753918170929
guilt,I got angry at my mother for something trivial. We were in a bad mood because my father was very ill and I knew that my mother really needed support. I had reacted wrongly. ,guilt,"[0.9947552680969238, 0.9856987595558167, 0.8795737028121948, 0.9961611032485962, 0.2411963939666748, 0.9934636950492859, 0.9591660499572754]",blameworthy,0.9961611032485962
joy,"New year's eve /, I met my girlfriend. We stood on the steps outside her parents home and I kissed her for the first time. ",joy,"[0.028615402057766914, 0.016174612566828728, 0.22451528906822205, 0.6697906255722046, 0.9519439339637756, 0.028707250952720642, 0.06050793081521988]",an achievement,0.9519439339637756
fear,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue. I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go. The situation ended happily since there were no consequences. ",fear,"[0.004276718012988567, 0.8083189725875854, 0.9907861948013306, 0.473392516374588, 0.22977358102798462, 0.026268724352121353, 0.1696014553308487]",fear,0.9907861948013306
anger,The editor changed the heading of an article that I had written. He considered the heading to be derogatory towards the person I had written about. ,disgust,"[0.938853919506073, 0.9943206310272217, 0.6736619472503662, 0.9870982766151428, 0.02927170693874359, 0.8970709443092346, 0.9937100410461426]",repugnance,0.9943206310272217
sadness,"A close acquaintance of the family died of lung cancer. Although it was expected, I still felt depressed. ",sadness,"[0.007130773738026619, 0.9011521339416504, 0.9762494564056396, 0.994767427444458, 0.025696616619825363, 0.9987032413482666, 0.5089631676673889]",sadness,0.9987032413482666
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they couldn't get the bodies out at the scene of the accident. ",sadness,"[0.9203317165374756, 0.9746881723403931, 0.965941309928894, 0.9533156752586365, 0.08521231263875961, 0.9870697259902954, 0.8800032138824463]",sadness,0.9870697259902954
shame,One night I had a sexual intercourse with another man. My sexual desire and my curiosity had made me jump into bed with him. I am ashamed of myself now. ,shame,"[0.948891282081604, 0.9977720379829407, 0.9538689851760864, 0.9982860684394836, 0.04159410670399666, 0.9978460073471069, 0.9986458420753479]",embarrassment,0.9986458420753479
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. ",disgust,"[0.9766895771026611, 0.9891489148139954, 0.43942689895629883, 0.9819290637969971, 0.02594330906867981, 0.983530580997467, 0.8788878917694092]",repugnance,0.9891489148139954
joy,When I got the loan for my studies. ,joy,"[0.36810046434402466, 0.14643168449401855, 0.26245132088661194, 0.8047675490379333, 0.9758697748184204, 0.27485793828964233, 0.1262722611427307]",an achievement,0.9758697748184204
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night. ,disgust,"[0.9054734706878662, 0.9859300255775452, 0.9727263450622559, 0.9718342423439026, 0.028007663786411285, 0.8928428888320923, 0.9554704427719116]",repugnance,0.9859300255775452
anger,On the T. V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip. ,guilt,"[0.9197248220443726, 0.9754653573036194, 0.9503975510597229, 0.9767118692398071, 0.177195742726326, 0.9481720328330994, 0.7609413266181946]",blameworthy,0.9767118692398071
sadness,The thought of having to read a boring book of pages in English. ,anger,"[0.9931591153144836, 0.9905787110328674, 0.9904472827911377, 0.9160448312759399, 0.007900374941527843, 0.9828149676322937, 0.6132145524024963]",annoyance,0.9931591153144836
disgust,Grovelling people. ,disgust,"[0.9974803328514099, 0.9983949065208435, 0.9951613545417786, 0.9942111372947693, 0.0578535832464695, 0.9970658421516418, 0.9939258694648743]",loathing,0.9983949065208435
shame,My inability to assert myself positively in a group. ,guilt,"[0.9424095749855042, 0.8884910345077515, 0.8727342486381531, 0.9851478934288025, 0.016335899010300636, 0.9668653607368469, 0.9301713705062866]",culpability,0.9851478934288025
guilt,I experience feelings of guilt because I do not study enough. ,guilt,"[0.05815616622567177, 0.9755091667175293, 0.5528450608253479, 0.9935486912727356, 0.00770221184939146, 0.8846389055252075, 0.924124002456665]",blameworthy,0.9935486912727356
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners. ",anger,"[0.9883567690849304, 0.9879844188690186, 0.7659583687782288, 0.9848026633262634, 0.034533485770225525, 0.969590961933136, 0.911249041557312]",annoyance,0.9883567690849304
shame,I guess I have often been ashamed after having talked badly of other people. ,shame,"[0.4200523793697357, 0.9961656332015991, 0.8318900465965271, 0.9973031282424927, 0.008259562775492668, 0.9502761960029602, 0.9977436065673828]",embarrassment,0.9977436065673828
guilt,Having been angry and unpleasant towards my parents. ,sadness,"[0.9951159954071045, 0.9923219084739685, 0.3469564616680145, 0.9940345883369446, 0.015169602818787098, 0.9958782196044922, 0.8499089479446411]",unhappiness,0.9958782196044922
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy. ,joy,"[0.42850223183631897, 0.41969436407089233, 0.26890620589256287, 0.5425514578819275, 0.9895046949386597, 0.33329030871391296, 0.03933563828468323]",an achievement,0.9895046949386597
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover. ",sadness,"[0.24808526039123535, 0.5354080200195312, 0.6436939239501953, 0.8375228643417358, 0.017960144206881523, 0.9781321287155151, 0.2501416802406311]",sadness,0.9781321287155151
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful. ",sadness,"[0.9873279929161072, 0.9790812134742737, 0.9436832666397095, 0.966939389705658, 0.02161567099392414, 0.9934101700782776, 0.9063717126846313]",unhappiness,0.9934101700782776
sadness,"When my boyfriend openly let me down, preferring another girl. ",sadness,"[0.9933930039405823, 0.9939450621604919, 0.9471687078475952, 0.99517422914505, 0.003936033695936203, 0.9984462857246399, 0.9903898239135742]",unhappiness,0.9984462857246399
disgust,"I felt some disgust for my boyfriend for a time, after he had left me. ",sadness,"[0.9940721392631531, 0.9935600757598877, 0.8794457316398621, 0.9732847809791565, 0.11543594300746918, 0.9947294592857361, 0.9756726622581482]",unhappiness,0.9947294592857361
shame,Can't think of any. ,sadness,"[0.26262807846069336, 0.3115484416484833, 0.07197906076908112, 0.14822834730148315, 0.009062519297003746, 0.5903999209403992, 0.3135770857334137]",loneliness,0.5903999209403992
guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed. ",sadness,"[0.5412122011184692, 0.869587779045105, 0.8957395553588867, 0.8842055201530457, 0.1386052817106247, 0.9870604276657104, 0.8297747373580933]",sadness,0.9870604276657104
joy,"Unexpected visit by a close friend, whom I hadn't seen for half a year. ",joy,"[0.06332434713840485, 0.009375015273690224, 0.5253512859344482, 0.19755606353282928, 0.9489869475364685, 0.009437221102416515, 0.011060419492423534]",pleasure,0.9489869475364685
fear,"I wandered by mistake into the safety zone of a shooting range, and was shot at. ",guilt,"[0.9461707472801208, 0.922492504119873, 0.9785693883895874, 0.979935884475708, 0.01975720375776291, 0.964065670967102, 0.9104434251785278]",blameworthy,0.979935884475708
anger,Being treated unfairly. ,sadness,"[0.988538384437561, 0.9941897392272949, 0.8863196969032288, 0.9907926321029663, 0.015392858535051346, 0.9947028756141663, 0.9532593488693237]",unhappiness,0.9947028756141663
sadness,Breaking up with a girl. ,sadness,"[0.9299605488777161, 0.9467875957489014, 0.7848820090293884, 0.8694633841514587, 0.18671388924121857, 0.9964652061462402, 0.8322540521621704]",unhappiness,0.9964652061462402
disgust,Nothing. ,sadness,"[0.02380661852657795, 0.12043465673923492, 0.03513679653406143, 0.01042596623301506, 0.004524055402725935, 0.7753511071205139, 0.10417202115058899]",loneliness,0.7753511071205139
shame,None. ,sadness,"[0.17481935024261475, 0.29634395241737366, 0.09491918981075287, 0.04814906418323517, 0.03850444406270981, 0.37827780842781067, 0.06228369101881981]",unhappiness,0.37827780842781067
guilt,Little contact with my father before he died. ,sadness,"[0.6449368596076965, 0.5914905071258545, 0.6398106217384338, 0.7499674558639526, 0.20026248693466187, 0.8956754803657532, 0.34996911883354187]",grief,0.8956754803657532
joy,"When I was accepted as a student at the college, not having thought it possible. ",joy,"[0.1093064695596695, 0.03159795328974724, 0.5737391710281372, 0.27419817447662354, 0.9925026893615723, 0.020515644922852516, 0.11219697445631027]",an achievement,0.9925026893615723
fear,"When I was the first to arrive at the scene after an accident, and found that a close school friend had been killed. ",sadness,"[0.8491557240486145, 0.9866802096366882, 0.978567361831665, 0.975482702255249, 0.3785964548587799, 0.9909620881080627, 0.9396774768829346]",sadness,0.9909620881080627
anger,"I was accused of having done something, which I hadn't and got very angry. ",anger,"[0.9986342787742615, 0.9937388896942139, 0.20978978276252747, 0.852494478225708, 0.06216736137866974, 0.9943248629570007, 0.9084916114807129]",irritation,0.9986342787742615
sadness,When my grandmother died. ,sadness,"[0.7208783626556396, 0.9203264117240906, 0.9248783588409424, 0.9827598333358765, 0.38299426436424255, 0.9930190443992615, 0.4765598773956299]",grief,0.9930190443992615
disgust,Not applicable. ,disgust,"[0.4545600414276123, 0.746048629283905, 0.28665366768836975, 0.3650949001312256, 0.04956066980957985, 0.6143427491188049, 0.25716733932495117]",repugnance,0.746048629283905
joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband. Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment. the whole nature was full of music. ",joy,"[0.0006010382785461843, 0.0007156006176955998, 0.001346999080851674, 0.03351162001490593, 0.9851148724555969, 0.0007139889057725668, 0.004782561212778091]",pleasure,0.9851148724555969
fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences. My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket) ",fear,"[0.9731854200363159, 0.8393990993499756, 0.9770714640617371, 0.522757887840271, 0.37626761198043823, 0.9680956602096558, 0.4988517761230469]",scare,0.9770714640617371
