labels,text,prob_emotion,emotion
shame,One night I had a sexual intercourse with another man. My sexual desire and my curiosity had made me jump into bed with him. I am ashamed of myself now. ,"[0.5437689557050666, 0.9616290132204692, 0.3822070263170948, 0.9514324168364208, 0.1050704246396587, 0.7198689063855757, 0.9944468289613724]",shame
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. ","[0.6132912822067738, 0.5281863175332546, 0.08080871418739359, 0.7258716424306233, 0.07597109985848267, 0.5840647649019957, 0.6534606590867043]",guilt
joy,When I got the loan for my studies. ,"[0.21782038733363152, 0.09334983179966609, 0.20409634957710904, 0.4860679768025875, 0.8825550576051076, 0.08454485423862934, 0.10980604526897272]",joy
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night. ,"[0.5352958912650745, 0.7358414307236671, 0.8318768888711929, 0.6578281025091808, 0.2181407967582345, 0.1618606960400939, 0.6095842942595482]",fear
anger,On the T. V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip. ,"[0.8977010895808537, 0.8922651410102844, 0.8930417150259018, 0.7267045974731445, 0.3265738045835557, 0.7542563801010449, 0.7700096517801285]",anger
sadness,The thought of having to read a boring book of pages in English. ,"[0.38010297467311227, 0.6683977444966633, 0.691272924343745, 0.22716355820496878, 0.02404330862433805, 0.5859344432440897, 0.3689282412330309]",fear
disgust,Grovelling people. ,"[0.9701976180076599, 0.9899539897839229, 0.9203248421351116, 0.7360671957333882, 0.2221008132522305, 0.9438837518294652, 0.9324935525655746]",disgust
shame,My inability to assert myself positively in a group. ,"[0.41481427413721883, 0.48115347449978196, 0.6888173545400302, 0.7338167404135068, 0.03178978885989636, 0.7086852317055066, 0.8497951974471409]",shame
guilt,I experience feelings of guilt because I do not study enough. ,"[0.008385882732303193, 0.15038526776091504, 0.02690702973632142, 0.9526998400688171, 0.036811439548425064, 0.09817000889840224, 0.18929778411984444]",guilt
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners. ","[0.8160537555813789, 0.8647485077381134, 0.6176822520792484, 0.551614785566926, 0.11363112414255738, 0.09154442860744894, 0.8482321053743362]",disgust
shame,I guess I have often been ashamed after having talked badly of other people. ,"[0.024999726835327845, 0.5473928982391953, 0.1357887239040186, 0.89892382423083, 0.31364462171526003, 0.27445098555957276, 0.9862643678983052]",shame
guilt,Having been angry and unpleasant towards my parents. ,"[0.9571518003940582, 0.9654342035452526, 0.20468621995920935, 0.8195452243089676, 0.18950799895780315, 0.07821693577473827, 0.3720512855798006]",disgust
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy. ,"[0.1541882911308979, 0.038555105294411376, 0.1654677757372459, 0.3517937042439977, 0.9346417933702469, 0.16576346871443093, 0.12084863521158695]",joy
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover. ","[0.12099992825339238, 0.22348733867208165, 0.4528820142149925, 0.5223054016629856, 0.03923265115978817, 0.8525533676147461, 0.3658475559204817]",sadness
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful. ","[0.671881228685379, 0.8158366084098816, 0.6864776785175006, 0.5298345188299816, 0.05877748164736355, 0.6705817505717278, 0.6462713902195294]",disgust
sadness,"When my boyfriend openly let me down, preferring another girl. ","[0.9342701435089111, 0.9076186865568161, 0.8365829189618428, 0.9257828791936238, 0.08121831808239222, 0.9703695575396221, 0.964479997754097]",sadness
disgust,"I felt some disgust for my boyfriend for a time, after he had left me. ","[0.6454157903790474, 0.9697968264420826, 0.5219620906282216, 0.23943407057474056, 0.16216155113458322, 0.08480724859206627, 0.8663306732972462]",disgust
shame,Can't think of any. ,"[0.004892908638187995, 0.014584449197476108, 0.0026339054844963057, 0.008659737902538229, 0.005662265272500614, 0.012295170299087962, 0.006355142996956905]",disgust
guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed. ","[0.7471597492694855, 0.6658236409227054, 0.928638016184171, 0.8694753696521123, 0.30482015099066, 0.9443409790595372, 0.8091611315806706]",sadness
joy,"Unexpected visit by a close friend, whom I hadn't seen for half a year. ","[0.09029773238580674, 0.00479748454138947, 0.4122290527448058, 0.21829545870423317, 0.8419168194135029, 0.0982290452811867, 0.1606104986470503]",joy
fear,"I wandered by mistake into the safety zone of a shooting range, and was shot at. ","[0.8377445836861928, 0.7466572920481365, 0.9470280756553013, 0.9024984290202458, 0.049030481304119654, 0.8105797680715721, 0.8175117423137028]",fear
anger,Being treated unfairly. ,"[0.9134197135766347, 0.9054353932539623, 0.7834596286217372, 0.8119240800539653, 0.2554499376565218, 0.8249457391599815, 0.894868940114975]",anger
sadness,Breaking up with a girl. ,"[0.7762756446997325, 0.7928611089785893, 0.7288912261525791, 0.7529026394089062, 0.4368895248820384, 0.9338373094797134, 0.7390016218026478]",sadness
disgust,Nothing. ,"[0.008942029438912868, 0.08184191398322582, 0.016481885220855474, 0.020840021898038685, 0.010374599912514288, 0.044618590540873505, 0.030467052555953462]",disgust
shame,None. ,"[0.003306434693513438, 0.02390867258266856, 0.0027505777834448963, 0.013262989212914059, 0.011064093424162518, 0.015679661921846368, 0.0052114243153482676]",disgust
guilt,Little contact with my father before he died. ,"[0.541473425924778, 0.47262869216501713, 0.6463273912668228, 0.6637624278664589, 0.17667170086254674, 0.9048368781805038, 0.5645053957899411]",sadness
joy,"When I was accepted as a student at the college, not having thought it possible. ","[0.3141259516899784, 0.01448276413915058, 0.5834956280887127, 0.2916948711499572, 0.9165643652280171, 0.08647702308371663, 0.21574188085893792]",joy
fear,"When I was the first to arrive at the scene after an accident, and found that a close school friend had been killed. ","[0.7054535324374835, 0.7770429775118828, 0.909839282433192, 0.8656843701998393, 0.16633031557042463, 0.9616820017496746, 0.8027933984994888]",sadness
anger,"I was accused of having done something, which I hadn't and got very angry. ","[0.9282252291838329, 0.5162855185723553, 0.015244777702415982, 0.5310623493860476, 0.4718278149472705, 0.00968628452392295, 0.12253064763111372]",anger
sadness,When my grandmother died. ,"[0.6446127717693646, 0.6372804244359334, 0.7825245906909306, 0.7801530162493389, 0.44417075351035845, 0.9574475139379501, 0.6606222341458003]",sadness
disgust,Not applicable. ,"[0.1469602982203166, 0.21468575050433475, 0.11783183862765631, 0.14458161033689976, 0.09688274934887886, 0.150382736697793, 0.19081408778826398]",disgust
joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband. Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment. the whole nature was full of music. ","[0.000882796380513658, 0.0011763119546230882, 0.002815423167097227, 0.09449328080760704, 0.9003023852904637, 0.0006638938987938066, 0.036900686315978724]",joy
fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences. My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket) ","[0.4006567088266214, 0.2773443212111791, 0.8543222993612289, 0.4215845515330633, 0.3124964199960232, 0.18546785204671323, 0.30953550059348345]",fear
anger,"I went to a lecture and once again it had been cancelled, this was the second time. One had a negative attitude towards the lecturer. ","[0.8853162676095963, 0.9258939474821091, 0.5976744803289572, 0.754248743255933, 0.17899313336238265, 0.7053857669234276, 0.8608191857735317]",disgust
sadness,"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible. The limited scope of human life is sad. ","[0.005806547085133692, 0.1500105244728426, 0.4123195385715614, 0.704851691921552, 0.14520930617679065, 0.9860309213399887, 0.35010582208633423]",sadness
disgust,"In the tram there was a fat, sickly looking woman in front of me who was asking for directions in a thick voice. When she got up to go a disgusting smell of urine came from her. I felt that I would choke. ","[0.712844118475914, 0.9455251743396123, 0.9439388463894527, 0.43570104489723843, 0.08235133652730535, 0.32338069286197424, 0.8402124146620433]",disgust
shame,"When we were at home, my husband and I, he made a remark about something I had done, in a perfectly friendly manner. My deed had been unjust and I knew that my husband was right, therefore my sense of shame. ","[0.04087498894659802, 0.7959970408119261, 0.27227108168881387, 0.9241316169500351, 0.3426968721614685, 0.5301759675688421, 0.9903132319450378]",shame
guilt,"I made a remark to my sister concerning her attitude to men, the way she talked and I compared her to an acquaintance of mine. Later, the same evening, my sister looked sad. I felt guilty about her sadness. ","[0.11647249469145511, 0.34765660793830955, 0.46298408570388955, 0.94094684223334, 0.2209691939642653, 0.9232839494943619, 0.749717116355896]",guilt
joy,"I had a summer job in Sweden, and my boyfriend came to meet me on my birthday. ","[0.1560315356279413, 0.07948795131718119, 0.4285169144471487, 0.4433354511857033, 0.8960770641764004, 0.3423588837031275, 0.20094893748561543]",joy
fear,"I went to practice in Sweden during summer, and I was afraid that I would not do well. ","[0.013321899808943272, 0.18001257434176904, 0.9503833502531052, 0.5473273511355121, 0.10014835264883004, 0.2853443752974272, 0.7414027651151021]",fear
anger,"In the holiday cottage of our association, two of my pals came to wake me up early one morning by bringing a radio played at the highest volume into my room - it was the morning service at its loudest. ","[0.7273042947053909, 0.4582953602075577, 0.8210746695597966, 0.6658465340733528, 0.705727756023407, 0.2299266339590152, 0.6906894122560818]",fear
sadness,My grandmother died suddenly last summer. ,"[0.637832798063755, 0.5488585910449425, 0.8236589630444844, 0.7497831881046295, 0.37294935095512, 0.9422815541426341, 0.6405636817216873]",sadness
disgust,"My superior at the summer job swindled customers as much as he could, and once put me in a difficult situation after which I could not but detest him. ","[0.8751901797950268, 0.9775830209255219, 0.28916812346627313, 0.4567223811754957, 0.33583853983630735, 0.07677583101515968, 0.39095025385419524]",disgust
shame,Once I arrived two hours late to my work place (a bank) and I was still feeling feeble and tired. ,"[0.44507769464204705, 0.29320188363393146, 0.45174095282951987, 0.700238471229871, 0.03112990813679062, 0.34397742648919427, 0.6686434398094814]",guilt
guilt,Our association had Polish visitors and when they were going back by boat I did not go to see them off (I am the chairman of the association). ,"[0.5332902570565542, 0.5337187647819519, 0.6436130851507187, 0.8360892236232758, 0.38013010968764627, 0.774363324046135, 0.7142389118671417]",guilt
joy,"I was told quite unexpectedly that one wanted me to become the vice-chairman of our student organisation. I was really surprised and joy was the first emotion I felt, though behind it there was worry - how shall I succeed ? ","[0.0009124207281274721, 0.0020942757352410504, 0.38426995046029333, 0.11821025576985751, 0.943123718102773, 0.0011990722123300657, 0.0027253409377105222]",joy
