labels,text,feels_s,prob_feels_s,prob_max
sadness,When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated. ,anger,"[0.8770017524560293, 0.7038853690028191, 0.5870899831255277, 0.74045862754186, 0.0024946231957680234, 0.8424074699481329, 0.8449337482452393]",0.8770017524560293
disgust,When I was weeding the garden I found a lizard in my hand. ,fear,"[0.8510125577449799, 0.6989492376645406, 0.9261267383893331, 0.909465511639913, 0.28061476318786543, 0.6674748137593269, 0.8526886502901713]",0.9261267383893331
shame,"When I met a friend whom I had not seen for a long time and heard all about her troubles, I thought that I should have got in touch with her earlier. ",guilt,"[0.7224463274081548, 0.4226780018458764, 0.638094757994016, 0.9925079743067423, 0.0025893340304416292, 0.9217048386732737, 0.7154127806425095]",0.9925079743067423
guilt,I got angry at my mother for something trivial. We were in a bad mood because my father was very ill and I knew that my mother really needed support. I had reacted wrongly. ,anger,"[0.9934362173080444, 0.5567140902082125, 0.671850914756457, 0.982116719086965, 0.16052125611652932, 0.6993474612633387, 0.7632070978482565]",0.9934362173080444
joy,"New year's eve /, I met my girlfriend. We stood on the steps outside her parents home and I kissed her for the first time. ",joy,"[0.17231316367785135, 0.05044752274019023, 0.442712957970798, 0.42618680000305176, 0.9164055387179056, 0.10031327271523575, 0.09156453795731068]",0.9164055387179056
fear,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue. I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go. The situation ended happily since there were no consequences. ",fear,"[0.0031724449654575437, 0.13752700563054532, 0.9214280247688293, 0.2673014522685359, 0.15317331559102362, 0.00339943125921612, 0.04270301929985484]",0.9214280247688293
anger,The editor changed the heading of an article that I had written. He considered the heading to be derogatory towards the person I had written about. ,guilt,"[0.6568280756473541, 0.48127316186825436, 0.543084517121315, 0.7078940471013387, 0.080256608974499, 0.4546082019805908, 0.6210701366265615]",0.7078940471013387
sadness,"A close acquaintance of the family died of lung cancer. Although it was expected, I still felt depressed. ",sadness,"[0.005128553273001065, 0.2875285010474424, 0.524275149529179, 0.6271077394485474, 0.01139180050328529, 0.9814639290173849, 0.2530119630197684]",0.9814639290173849
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they couldn't get the bodies out at the scene of the accident. ",fear,"[0.8846590916315714, 0.7885322173436483, 0.9461316963036855, 0.7570000688234965, 0.04036511618566389, 0.8705902248620987, 0.6221049030621847]",0.9461316963036855
shame,One night I had a sexual intercourse with another man. My sexual desire and my curiosity had made me jump into bed with him. I am ashamed of myself now. ,shame,"[0.7460790971914927, 0.9866540332635244, 0.7321551417311033, 0.9962408443291982, 0.13042199363311133, 0.8187219177683195, 0.9980855186780294]",0.9980855186780294
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. ",anger,"[0.9193437695503235, 0.48077869166930515, 0.3520691966017087, 0.9031130373477936, 0.09036441578064114, 0.6585269172986349, 0.7701683441797892]",0.9193437695503235
joy,When I got the loan for my studies. ,joy,"[0.20747276612867913, 0.1365898515408238, 0.22370871591071287, 0.5951640655597051, 0.8700037002563477, 0.12903475513060889, 0.13729579684635004]",0.8700037002563477
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night. ,guilt,"[0.7806962331136068, 0.6907445639371872, 0.8501736124356588, 0.8705895443757375, 0.14309950110812983, 0.5750687023003896, 0.6716443548599879]",0.8705895443757375
anger,On the T. V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip. ,anger,"[0.9078712364037832, 0.782207578420639, 0.893683006366094, 0.5802554612358412, 0.06919611524790525, 0.7535146574179331, 0.7710036834081014]",0.9078712364037832
sadness,The thought of having to read a boring book of pages in English. ,sadness,"[0.45920998354752857, 0.6438435465097427, 0.6426172355810801, 0.44272984315951663, 0.004153020738158375, 0.6608217706282934, 0.2684668352206548]",0.6608217706282934
disgust,Grovelling people. ,anger,"[0.9864448606967926, 0.8675525635480881, 0.879992832740148, 0.7335008184115092, 0.07757971930550411, 0.803222859899203, 0.7856542567412058]",0.9864448606967926
shame,My inability to assert myself positively in a group. ,guilt,"[0.6475217491388321, 0.5642731934785843, 0.7896268119414648, 0.9307218492031097, 0.01963618186224873, 0.8289095163345337, 0.8826674520969391]",0.9307218492031097
guilt,I experience feelings of guilt because I do not study enough. ,guilt,"[0.07869582281758387, 0.2804359430447221, 0.1725995681869487, 0.98692720135053, 0.0008115091040963307, 0.5077478972574075, 0.8430860390265783]",0.98692720135053
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners. ",anger,"[0.7929671108722687, 0.5938975475728512, 0.26779856346547604, 0.3575816471129656, 0.1351728147516648, 0.21680330423017344, 0.2706811676422755]",0.7929671108722687
shame,I guess I have often been ashamed after having talked badly of other people. ,guilt,"[0.21006650912264982, 0.7572435835997263, 0.5827486291527748, 0.9959198435147604, 0.0014826262146622564, 0.6467593063910803, 0.994842012723287]",0.9959198435147604
guilt,Having been angry and unpleasant towards my parents. ,anger,"[0.9935341576735178, 0.9011591970920563, 0.34998055299123126, 0.9741877118746439, 0.014075642927006507, 0.26515721281369525, 0.8581741253534952]",0.9935341576735178
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy. ,joy,"[0.39929092799623805, 0.10577983735129237, 0.25312831066548824, 0.4386736775437991, 0.9166503747304281, 0.10679124295711517, 0.09460280804584424]",0.9166503747304281
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover. ",sadness,"[0.4124021877845128, 0.4516678874691327, 0.8049170970916748, 0.7888831595579783, 0.03340243007793712, 0.9454905986785889, 0.7001575926939646]",0.9454905986785889
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful. ",anger,"[0.8602478007475535, 0.6728302538394928, 0.7621311446030935, 0.783658891916275, 0.030786626040935516, 0.7978323002656301, 0.7524587909380595]",0.8602478007475535
sadness,"When my boyfriend openly let me down, preferring another girl. ",anger,"[0.9855696260929108, 0.8205793226758639, 0.9189572930335999, 0.981092780828476, 0.01784647871196891, 0.981817493836085, 0.9807000060876211]",0.9855696260929108
disgust,"I felt some disgust for my boyfriend for a time, after he had left me. ",shame,"[0.9430782000223795, 0.9507571260134379, 0.6628113140662512, 0.9134081701437632, 0.023157426369531702, 0.44845758316417533, 0.9689018328984579]",0.9689018328984579
shame,Can't think of any. ,sadness,"[0.06611110192413132, 0.1536139833430449, 0.02381334671129783, 0.08172237407416105, 0.04010769515298307, 0.32236141338944435, 0.20895606900254884]",0.32236141338944435
guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed. ",fear,"[0.8066897590955099, 0.5244325995445251, 0.8682520985603333, 0.8611859778563181, 0.09229528283079465, 0.8384526868661245, 0.6683848599592844]",0.8682520985603333
joy,"Unexpected visit by a close friend, whom I hadn't seen for half a year. ",joy,"[0.04161268977137903, 0.016123084351420403, 0.1669147384042541, 0.21091480739414692, 0.8230825463930765, 0.18289419263601303, 0.06903761144106586]",0.8230825463930765
fear,"I wandered by mistake into the safety zone of a shooting range, and was shot at. ",fear,"[0.9537042180697123, 0.792810986439387, 0.9809280534585317, 0.973058303197225, 0.02190025515543918, 0.7683494289716085, 0.9307344059149424]",0.9809280534585317
anger,Being treated unfairly. ,anger,"[0.9655473232269287, 0.759894589583079, 0.7047778914372126, 0.664634266247352, 0.0021242053577831634, 0.7752614344159762, 0.8855039676030477]",0.9655473232269287
sadness,Breaking up with a girl. ,sadness,"[0.7573264787594477, 0.5052675555149714, 0.6241111159324646, 0.7975378731886545, 0.14233614628513655, 0.8954502642154694, 0.6676877836386362]",0.8954502642154694
disgust,Nothing. ,shame,"[0.013915628311224282, 0.0773026851626734, 0.004094039575041582, 0.049060086254030466, 0.00955493034174045, 0.08920816308818758, 0.16765501101811728]",0.16765501101811728
shame,None. ,sadness,"[0.02805373988424738, 0.05811996509631475, 0.010878364633147916, 0.03175399421403805, 0.04748852597549558, 0.07582941915219028, 0.059562413642803826]",0.07582941915219028
guilt,Little contact with my father before he died. ,sadness,"[0.6288763582706451, 0.4123641103506088, 0.6388867050409317, 0.691839853922526, 0.2418473499516646, 0.8824870983759562, 0.4965562845269839]",0.8824870983759562
joy,"When I was accepted as a student at the college, not having thought it possible. ",joy,"[0.1882220854361852, 0.060253196163102984, 0.45246323322256404, 0.29594432562589645, 0.909700353940328, 0.04736441466957331, 0.06809334907059868]",0.909700353940328
fear,"When I was the first to arrive at the scene after an accident, and found that a close school friend had been killed. ",fear,"[0.9071086545785269, 0.7795213709274927, 0.9700512687365214, 0.9528228342533112, 0.07905694912187755, 0.9611749549706777, 0.8403942584991455]",0.9700512687365214
anger,"I was accused of having done something, which I hadn't and got very angry. ",anger,"[0.993306577205658, 0.44378873457511264, 0.19977588082353273, 0.847972683608532, 0.10047859255185661, 0.2121673240714396, 0.5850446969270706]",0.993306577205658
sadness,When my grandmother died. ,sadness,"[0.7030351459980011, 0.47930629551410675, 0.8176088233788809, 0.8710060119628906, 0.07742017600685358, 0.9615844190120697, 0.608842929204305]",0.9615844190120697
disgust,Not applicable. ,disgust,"[0.20503320544958115, 0.24471728006998697, 0.09534904112418492, 0.16189934872090816, 0.04834646141777436, 0.1575271487236023, 0.19339711964130402]",0.24471728006998697
joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband. Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment. the whole nature was full of music. ",joy,"[0.002299045406592389, 0.001498317423587044, 0.001913483050884679, 0.12797387192646661, 0.9781084954738617, 0.002325099912316849, 0.013366858707740903]",0.9781084954738617
fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences. My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket) ",fear,"[0.37719766795635223, 0.2904219763974349, 0.8095272978146871, 0.45246051996946335, 0.18425752750287452, 0.4312322586774826, 0.41334056357542676]",0.8095272978146871
anger,"I went to a lecture and once again it had been cancelled, this was the second time. One had a negative attitude towards the lecturer. ",anger,"[0.9591505030790964, 0.8551435967286428, 0.7247463564078013, 0.8214236795902252, 0.005318213239661418, 0.7236851851145426, 0.8638475239276886]",0.9591505030790964
sadness,"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible. The limited scope of human life is sad. ",sadness,"[0.0795728163793683, 0.358979510764281, 0.7298837949832281, 0.7567075391610464, 0.003968132068015014, 0.980613629023234, 0.5213630845149358]",0.980613629023234
disgust,"In the tram there was a fat, sickly looking woman in front of me who was asking for directions in a thick voice. When she got up to go a disgusting smell of urine came from her. I felt that I would choke. ",disgust,"[0.5758444915215174, 0.6840700606505076, 0.6163304597139359, 0.318709301451842, 0.03188759967451915, 0.4872969736655553, 0.49958962202072144]",0.6840700606505076
shame,"When we were at home, my husband and I, he made a remark about something I had done, in a perfectly friendly manner. My deed had been unjust and I knew that my husband was right, therefore my sense of shame. ",shame,"[0.38405682270725566, 0.9066917896270752, 0.6755245551466942, 0.9918148517608643, 0.007958699987890819, 0.7981072316567103, 0.9978416264057159]",0.9978416264057159
