labels,text,emo_s,prob_emo_s,prob_max
sadness,When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated. ,sadness,"[0.5749320934216181, 0.5517836461464564, 0.3676009898384412, 0.4491860419511795, 0.046544564567739144, 0.5809859782457352, 0.4578169733285904]",0.5809859782457352
disgust,When I was weeding the garden I found a lizard in my hand. ,guilt,"[0.28679825613896054, 0.332065391043822, 0.35976986587047577, 0.403525044520696, 0.04651943043184777, 0.24854553739229837, 0.24982517709334692]",0.403525044520696
shame,"When I met a friend whom I had not seen for a long time and heard all about her troubles, I thought that I should have got in touch with her earlier. ",guilt,"[0.4367489976187547, 0.3845996521413326, 0.37637151839832467, 0.9000080525875092, 0.006973339545462902, 0.6523198286692301, 0.5595939705769221]",0.9000080525875092
guilt,I got angry at my mother for something trivial. We were in a bad mood because my father was very ill and I knew that my mother really needed support. I had reacted wrongly. ,anger,"[0.9262138605117798, 0.7365007400512695, 0.6492506464322408, 0.9159217278162638, 0.22872998813788095, 0.8780753711859385, 0.6192172666390737]",0.9262138605117798
joy,"New year's eve /, I met my girlfriend. We stood on the steps outside her parents home and I kissed her for the first time. ",joy,"[0.07404715847223997, 0.039177654311060905, 0.12933003747214875, 0.3548291785021623, 0.5361562818288803, 0.04010234870171795, 0.23913501979162297]",0.5361562818288803
fear,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue. I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go. The situation ended happily since there were no consequences. ",fear,"[0.002605864176681886, 0.13299073770758696, 0.23274655539231995, 0.011287595999116698, 0.05554727965500206, 0.002632399555295706, 0.005017833667807281]",0.23274655539231995
anger,The editor changed the heading of an article that I had written. He considered the heading to be derogatory towards the person I had written about. ,guilt,"[0.4977701318760713, 0.6291553576787313, 0.4716946482658386, 0.6341011673212051, 0.1253317967057228, 0.5346053640047709, 0.5689835498730341]",0.6341011673212051
sadness,"A close acquaintance of the family died of lung cancer. Although it was expected, I still felt depressed. ",sadness,"[0.046883711125701666, 0.30495570444812375, 0.3666845210827887, 0.5500653609633446, 0.0061244662550355615, 0.9208634793758392, 0.3687770788868268]",0.9208634793758392
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they couldn't get the bodies out at the scene of the accident. ",disgust,"[0.5643439392248789, 0.7356245418389639, 0.7268939216931661, 0.5578550944725672, 0.024318670039065182, 0.7313276380300522, 0.5402293304602305]",0.7356245418389639
shame,One night I had a sexual intercourse with another man. My sexual desire and my curiosity had made me jump into bed with him. I am ashamed of myself now. ,shame,"[0.4634937395652135, 0.757660577694575, 0.351848008732001, 0.8917204737663269, 0.041971943263585366, 0.6353707040349642, 0.9093518853187561]",0.9093518853187561
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. ",guilt,"[0.3891926109790802, 0.25971273829539615, 0.11384134491284688, 0.5963950306177139, 0.047506858905156456, 0.25851580997308093, 0.22369834780693054]",0.5963950306177139
joy,When I got the loan for my studies. ,joy,"[0.04206201899796724, 0.04281513641277949, 0.04376501108830174, 0.21336500843365988, 0.5387418816486994, 0.017709770938381553, 0.04736091305191318]",0.5387418816486994
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night. ,guilt,"[0.47246820976336795, 0.5095148583253225, 0.49297188967466354, 0.679438958565394, 0.02565814145297433, 0.254481482009093, 0.4140564724802971]",0.679438958565394
anger,On the T. V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip. ,disgust,"[0.490876242518425, 0.5081670780976614, 0.4722573285301526, 0.46480555335680646, 0.012512058252468705, 0.4187163859605789, 0.38692477345466614]",0.5081670780976614
sadness,The thought of having to read a boring book of pages in English. ,fear,"[0.40269007595876855, 0.49664635956287384, 0.6121915852030119, 0.267983873685201, 0.002053589230248084, 0.4461920354515314, 0.16246298824747404]",0.6121915852030119
disgust,Grovelling people. ,anger,"[0.9458414018154144, 0.8550495803356171, 0.7745145410299301, 0.6140504156549772, 0.013865064111693451, 0.7114257228871187, 0.8228170871734619]",0.9458414018154144
shame,My inability to assert myself positively in a group. ,guilt,"[0.3903350917001565, 0.41130322217941284, 0.5295934428771337, 0.6312283277511597, 0.010088662287065139, 0.534063791235288, 0.5738913267850876]",0.6312283277511597
guilt,I experience feelings of guilt because I do not study enough. ,guilt,"[0.11415234332283337, 0.19515125189597407, 0.16460678726434708, 0.8626320858796438, 0.02279512139890964, 0.3032627174009879, 0.4227311114470164]",0.8626320858796438
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners. ",guilt,"[0.6500825434923172, 0.5396657263239225, 0.4007122168938319, 0.6678673575321833, 0.021609350146415334, 0.36844912605981034, 0.6637670397758484]",0.6678673575321833
shame,I guess I have often been ashamed after having talked badly of other people. ,guilt,"[0.29581865419944126, 0.5691325962543488, 0.4540184537569682, 0.9159000813961029, 0.03652330670350542, 0.5017334247628847, 0.9127752979596456]",0.9159000813961029
guilt,Having been angry and unpleasant towards my parents. ,anger,"[0.9551268815994263, 0.9236534039179484, 0.36646845440069836, 0.8773031135400137, 0.0197630561015103, 0.3944906461983919, 0.5896175801753998]",0.9551268815994263
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy. ,joy,"[0.06573620935281117, 0.07869726046919823, 0.0821730534856518, 0.16140401797990003, 0.7090699126323065, 0.019107796795045335, 0.03271984960883856]",0.7090699126323065
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover. ",sadness,"[0.32273780057827633, 0.372255136569341, 0.6240144471327463, 0.5750959465901057, 0.048431750192927815, 0.8581645588080088, 0.3557278936107953]",0.8581645588080088
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful. ",disgust,"[0.4748171071211497, 0.5868785132964452, 0.3598802387714386, 0.4410594751437505, 0.026208355508667108, 0.49005478868881863, 0.3745986744761467]",0.5868785132964452
sadness,"When my boyfriend openly let me down, preferring another girl. ",shame,"[0.755556712547938, 0.6032231189310551, 0.614206666747729, 0.8037419319152832, 0.004037411223786573, 0.823255201180776, 0.8443162739276886]",0.8443162739276886
disgust,"I felt some disgust for my boyfriend for a time, after he had left me. ",disgust,"[0.6824907958507538, 0.8722631136576334, 0.4636174018184344, 0.6787142058213552, 0.05406638128139699, 0.41241398950417835, 0.8151591618855795]",0.8722631136576334
shame,Can't think of any. ,guilt,"[0.0032628246505434313, 0.007334370360088845, 0.002739426854532212, 0.015391607458392778, 0.00321943563176319, 0.006178942314969997, 0.010834115867813429]",0.015391607458392778
guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed. ",sadness,"[0.3351748175919056, 0.5295941630999247, 0.624560758471489, 0.5723282992839813, 0.036701569139646985, 0.6459457675615946, 0.40185193965832394]",0.6459457675615946
joy,"Unexpected visit by a close friend, whom I hadn't seen for half a year. ",joy,"[0.008215108459504942, 0.002803914074320346, 0.0223952341475524, 0.08937331258008878, 0.4841443399588267, 0.0038426616423142454, 0.12777320858246335]",0.4841443399588267
fear,"I wandered by mistake into the safety zone of a shooting range, and was shot at. ",guilt,"[0.257366177936395, 0.28235916544993717, 0.43536008646090824, 0.6058750102917353, 0.004063815004580344, 0.3322786384572585, 0.2001317503551642]",0.6058750102917353
anger,Being treated unfairly. ,anger,"[0.8843977550665537, 0.7425452470779419, 0.6378350257873535, 0.6747624551256498, 0.0036452956264838576, 0.7002370494107405, 0.824033240477244]",0.8843977550665537
sadness,Breaking up with a girl. ,sadness,"[0.6213336264093717, 0.46382737656434375, 0.3937405322988828, 0.6391967833042145, 0.16231670077346885, 0.8092199166615804, 0.3893600677450498]",0.8092199166615804
disgust,Nothing. ,sadness,"[0.010941431857645512, 0.03855125140398741, 0.0172951757752647, 0.020703362689043086, 0.006424987727465729, 0.1130176925410827, 0.07638903769354026]",0.1130176925410827
shame,None. ,guilt,"[0.008741611149162054, 0.04449371465792259, 0.03380327159538865, 0.07495119608938694, 0.016070559931298096, 0.0409182890628775, 0.04341520524273316]",0.07495119608938694
guilt,Little contact with my father before he died. ,sadness,"[0.23419505916535854, 0.19331280949215093, 0.2882935057083766, 0.3451514169573784, 0.0459353745294114, 0.6495319753885269, 0.24012712761759758]",0.6495319753885269
joy,"When I was accepted as a student at the college, not having thought it possible. ",joy,"[0.13190115988254547, 0.11936440132558346, 0.2075632686416308, 0.2431040983647108, 0.6593810468912125, 0.034265089159210525, 0.10007417326172192]",0.6593810468912125
fear,"When I was the first to arrive at the scene after an accident, and found that a close school friend had been killed. ",sadness,"[0.4180506418148677, 0.6048357536395391, 0.6868499219417572, 0.5861761470635732, 0.10519030803698115, 0.7418917069832484, 0.3180195341507594]",0.7418917069832484
anger,"I was accused of having done something, which I hadn't and got very angry. ",anger,"[0.9437215526898702, 0.5125348617633184, 0.196368637184302, 0.6783675203720728, 0.016606800093237933, 0.32351868708307546, 0.4386902451515198]",0.9437215526898702
sadness,When my grandmother died. ,sadness,"[0.35724083210031193, 0.43063898881276447, 0.46753231684366864, 0.5564052884777387, 0.0189287547642986, 0.8164122303326925, 0.2464535484711329]",0.8164122303326925
disgust,Not applicable. ,disgust,"[0.06470831297338009, 0.1722418423742056, 0.04920050005118052, 0.14718597320218882, 0.01529295618335406, 0.12426549506684144, 0.11186047208805878]",0.1722418423742056
joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband. Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment. the whole nature was full of music. ",joy,"[0.005207567766774446, 0.001210030716417047, 0.0012655462827145432, 0.06558905636969332, 0.4339105064670245, 0.0008865009973912189, 0.06458451001284023]",0.4339105064670245
fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences. My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket) ",fear,"[0.3925682802995046, 0.28845800707737607, 0.4384397615989049, 0.42848435044288635, 0.09164976188912988, 0.2575475151340167, 0.3938961649934451]",0.4384397615989049
anger,"I went to a lecture and once again it had been cancelled, this was the second time. One had a negative attitude towards the lecturer. ",disgust,"[0.7659211655457815, 0.8242116073767344, 0.6624602278073629, 0.7843468884627024, 0.1484892855708798, 0.7584226727485657, 0.6996796727180481]",0.8242116073767344
sadness,"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible. The limited scope of human life is sad. ",sadness,"[0.45842787126700085, 0.58533576130867, 0.7266387343406677, 0.7573600113391876, 0.16445807386965802, 0.9405489762624105, 0.6885007917881012]",0.9405489762624105
disgust,"In the tram there was a fat, sickly looking woman in front of me who was asking for directions in a thick voice. When she got up to go a disgusting smell of urine came from her. I felt that I would choke. ",disgust,"[0.3361271185179551, 0.7816275556882223, 0.6006930818160375, 0.381745050350825, 0.009942287744100517, 0.3390899693282942, 0.417670672138532]",0.7816275556882223
