labels,text,emotion,prob_emotion
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they couldn't get the bodies out at the scene of the accident. ",sadness,"[0.7880759596824646, 0.8597169756889343, 0.9011367440223694, 0.8256686329841614, 0.13288633597549052, 0.9700179696083069, 0.7530831694602966]"
shame,One night I had a sexual intercourse with another man. My sexual desire and my curiosity had made me jump into bed with him. I am ashamed of myself now. ,shame,"[0.324773320555687, 0.946130096912384, 0.15452654417604209, 0.9740652322769165, 0.04891428515547887, 0.7542222663760185, 0.9897112011909485]"
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. ",guilt,"[0.6170028716325759, 0.3675774872303009, 0.04821834452450276, 0.7663918495178222, 0.03977968692779541, 0.6412442773580551, 0.5753932774066925]"
joy,When I got the loan for my studies. ,joy,"[0.1929326005280018, 0.059895625337958336, 0.1550932139158249, 0.4381149858236313, 0.8680479645729064, 0.07613111101090908, 0.07566310688853264]"
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night. ,fear,"[0.5881842851638794, 0.6740955173969269, 0.7580884337425232, 0.7272322714328766, 0.13719188347458838, 0.20513081178069115, 0.6193015873432159]"
anger,On the T. V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip. ,disgust,"[0.8782677769660949, 0.8814202547073364, 0.8489617466926574, 0.7537347078323364, 0.14708000258542597, 0.8091339468955994, 0.7611375570297241]"
sadness,The thought of having to read a boring book of pages in English. ,disgust,"[0.511088976264, 0.7041173338890075, 0.6009886682033538, 0.259310656785965, 0.008813990408089011, 0.5680217780172825, 0.3191134840250015]"
disgust,Grovelling people. ,disgust,"[0.9746007204055787, 0.9897311806678772, 0.8374969005584717, 0.8469639658927918, 0.12017830163240432, 0.9778452515602112, 0.8872645735740662]"
shame,My inability to assert myself positively in a group. ,shame,"[0.5188565090298652, 0.3953285962343216, 0.6106242179870606, 0.7368111431598663, 0.020118229370564223, 0.6762263253331184, 0.8468246340751648]"
guilt,I experience feelings of guilt because I do not study enough. ,guilt,"[0.008300315076485276, 0.18036878639832138, 0.02146317777223885, 0.8974601984024048, 0.01913080149097368, 0.12136052176356316, 0.23402900546789168]"
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners. ",anger,"[0.8419817924499512, 0.8407528042793274, 0.45813060700893404, 0.6548270232975483, 0.07043376080691814, 0.20495968335308135, 0.8228722453117371]"
shame,I guess I have often been ashamed after having talked badly of other people. ,shame,"[0.01412998391315341, 0.4201631985604763, 0.0774322660639882, 0.8111491680145264, 0.16999231623485683, 0.29112337715923786, 0.9778465032577515]"
guilt,Having been angry and unpleasant towards my parents. ,disgust,"[0.9049397706985474, 0.9395540952682495, 0.07857381962239743, 0.7578512370586395, 0.07509439989225938, 0.2217305945669068, 0.30176476687192916]"
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy. ,joy,"[0.08915220713242888, 0.05077566504478455, 0.1166751354932785, 0.3544460503384471, 0.9088809370994568, 0.0880721197463572, 0.20052943527698516]"
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover. ",sadness,"[0.05988182723522186, 0.17026006579399108, 0.3755922257900238, 0.5055263578891754, 0.02187594398856163, 0.8847673088312149, 0.3447917804121971]"
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful. ",disgust,"[0.7128405809402466, 0.7193155527114868, 0.6251532137393951, 0.6456102967262268, 0.02551429537124932, 0.6389900594949722, 0.6524814963340759]"
sadness,"When my boyfriend openly let me down, preferring another girl. ",sadness,"[0.9367709994316101, 0.8822154521942138, 0.7926878929138184, 0.9248580694198608, 0.03893911698833108, 0.9703136086463928, 0.9635741233825683]"
disgust,"I felt some disgust for my boyfriend for a time, after he had left me. ",disgust,"[0.6799816191196442, 0.9494281768798828, 0.17821268867701293, 0.39132303223013876, 0.06887114278506487, 0.21368297759909183, 0.7806693196296692]"
shame,Can't think of any. ,guilt,"[0.007452301727607846, 0.010789972357451915, 0.002138897264376283, 0.016867559170350432, 0.004098234046250582, 0.01037964760325849, 0.006794920656830072]"
guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed. ",sadness,"[0.7228738307952881, 0.6310881495475769, 0.8855940699577332, 0.8622896790504455, 0.1399396425113082, 0.9562808871269226, 0.7612931370735169]"
joy,"Unexpected visit by a close friend, whom I hadn't seen for half a year. ",joy,"[0.10723019745200872, 0.0023855172330513597, 0.24875055029988288, 0.3670100808143616, 0.7888345777988434, 0.0868267323821783, 0.21713854502886534]"
fear,"I wandered by mistake into the safety zone of a shooting range, and was shot at. ",fear,"[0.8315059900283813, 0.7636038780212402, 0.9225952863693238, 0.8859018206596374, 0.024306683451868594, 0.8828795850276947, 0.80391606092453]"
anger,Being treated unfairly. ,anger,"[0.9216933369636535, 0.8827683687210083, 0.7500330209732056, 0.8450340390205383, 0.11978343017399311, 0.8768943697214127, 0.8991781830787658]"
sadness,Breaking up with a girl. ,sadness,"[0.7594632387161255, 0.6888012170791626, 0.6834517300128937, 0.7755223929882049, 0.1844514474272728, 0.9367253631353378, 0.7325909495353699]"
disgust,Nothing. ,shame,"[0.011005737353116274, 0.02153746634721756, 0.009862498939037323, 0.037508444488048555, 0.008478110376745462, 0.011891699279658496, 0.04048701766878367]"
shame,None. ,guilt,"[0.003692404692992568, 0.007815285865217448, 0.00234924575779587, 0.026357212383300067, 0.009179387940093875, 0.012570898164995015, 0.005894096568226814]"
guilt,Little contact with my father before he died. ,sadness,"[0.533994710445404, 0.37018305361270903, 0.5929945468902588, 0.5833568215370178, 0.15027568414807319, 0.9040600806474686, 0.5478606879711151]"
joy,"When I was accepted as a student at the college, not having thought it possible. ",joy,"[0.19990406185388565, 0.01740204757079482, 0.42366787493228913, 0.324668575078249, 0.9206752777099609, 0.06645369622856379, 0.15066043734550477]"
fear,"When I was the first to arrive at the scene after an accident, and found that a close school friend had been killed. ",sadness,"[0.5623811662197113, 0.7833861947059632, 0.8876733303070068, 0.8133262634277344, 0.0656879926333204, 0.9774370938539505, 0.7350033760070801]"
anger,"I was accused of having done something, which I hadn't and got very angry. ",anger,"[0.8369505643844605, 0.3390677744522691, 0.007041483884677291, 0.5494566384702921, 0.22649927430320532, 0.023947679917910136, 0.2698690688237548]"
sadness,When my grandmother died. ,sadness,"[0.6090537250041962, 0.5903309345245361, 0.7522424936294556, 0.7236981987953186, 0.2106932387687266, 0.9647245407104492, 0.6573617458343506]"
disgust,Not applicable. ,disgust,"[0.2067924350500107, 0.2185658574104309, 0.09005614668130875, 0.15982908457517625, 0.08274674266576768, 0.16061204485595226, 0.21391934156417847]"
joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband. Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment. the whole nature was full of music. ",joy,"[0.0008560410584323108, 0.00041321206372231246, 0.0012679080886300654, 0.2211784917395562, 0.844864296913147, 0.0006754726928193122, 0.08610696697724052]"
fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences. My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket) ",fear,"[0.49183566868305206, 0.26158256232738497, 0.7817237377166748, 0.4704688906669617, 0.16771440654993058, 0.14125384576618671, 0.27450408041477203]"
anger,"I went to a lecture and once again it had been cancelled, this was the second time. One had a negative attitude towards the lecturer. ",disgust,"[0.8638111114501953, 0.8982815980911255, 0.4854696482419968, 0.8460874795913697, 0.06326493360102177, 0.6836104318499565, 0.8466034531593323]"
sadness,"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible. The limited scope of human life is sad. ",sadness,"[0.004512664163485169, 0.03972298689186573, 0.2240610571578145, 0.736474585533142, 0.06067979919025675, 0.9911257922649384, 0.4277535378932953]"
disgust,"In the tram there was a fat, sickly looking woman in front of me who was asking for directions in a thick voice. When she got up to go a disgusting smell of urine came from her. I felt that I would choke. ",fear,"[0.6861033797264099, 0.8895732998847962, 0.9196632266044616, 0.5615904986858368, 0.03391757747158408, 0.406596802175045, 0.7611284136772156]"
shame,"When we were at home, my husband and I, he made a remark about something I had done, in a perfectly friendly manner. My deed had been unjust and I knew that my husband was right, therefore my sense of shame. ",shame,"[0.016577224270440637, 0.6814855750650167, 0.12477207453921438, 0.8559652805328369, 0.18836732043419033, 0.448735220823437, 0.9825133442878723]"
guilt,"I made a remark to my sister concerning her attitude to men, the way she talked and I compared her to an acquaintance of mine. Later, the same evening, my sister looked sad. I felt guilty about her sadness. ",sadness,"[0.1769017840269953, 0.2901440806686878, 0.26017725728452207, 0.8757002949714661, 0.09651386002078652, 0.957247257232666, 0.7633602857589722]"
joy,"I had a summer job in Sweden, and my boyfriend came to meet me on my birthday. ",joy,"[0.20909217596054078, 0.04529150240123272, 0.2908732250332832, 0.5814781486988068, 0.8199971854686737, 0.32127905637025833, 0.2782893940806389]"
fear,"I went to practice in Sweden during summer, and I was afraid that I would not do well. ",fear,"[0.019605300296097992, 0.18963151406496764, 0.9748547792434692, 0.5239261567592621, 0.030930021801032125, 0.30160331912338734, 0.7258288383483886]"
anger,"In the holiday cottage of our association, two of my pals came to wake me up early one morning by bringing a radio played at the highest volume into my room - it was the morning service at its loudest. ",anger,"[0.7691431760787963, 0.4644721746444702, 0.7655977249145508, 0.6545913755893707, 0.6385430216789245, 0.26467346400022507, 0.6312855124473572]"
sadness,My grandmother died suddenly last summer. ,sadness,"[0.6062367618083954, 0.5153567016124725, 0.7468379020690918, 0.6922098994255066, 0.145529316784814, 0.9498189240694046, 0.6294550776481629]"
disgust,"My superior at the summer job swindled customers as much as he could, and once put me in a difficult situation after which I could not but detest him. ",disgust,"[0.7374135881662369, 0.9885955691337586, 0.1685262478888035, 0.5080379366874694, 0.1650707744061947, 0.21797026973217726, 0.3546508222818375]"
shame,Once I arrived two hours late to my work place (a bank) and I was still feeling feeble and tired. ,guilt,"[0.49020558372139933, 0.23960969746112823, 0.287287437915802, 0.6732682585716248, 0.012834892445243894, 0.3335636742413044, 0.6120528221130371]"
guilt,Our association had Polish visitors and when they were going back by boat I did not go to see them off (I am the chairman of the association). ,guilt,"[0.5228832274675369, 0.4967509865760803, 0.5989416778087616, 0.7765920162200928, 0.35156487822532656, 0.7218192368745804, 0.6758762240409851]"
joy,"I was told quite unexpectedly that one wanted me to become the vice-chairman of our student organisation. I was really surprised and joy was the first emotion I felt, though behind it there was worry - how shall I succeed ? ",joy,"[0.0009217693819664419, 0.0007334723370149732, 0.1514473767252639, 0.10794393699616193, 0.9199092268943787, 0.0010256795794703066, 0.0057485009485390036]"
fear,"Our tutorial group was soon to be divided, and we got a list of names of freshmen, out of which five were to be in my group. We read the names and then each group went its own way to a seminar room. I wondered how I would cope with the new situation and if I would succeed as a group leader. ",fear,"[0.08050755150616169, 0.089602046366781, 0.7143566191196442, 0.5277959525585174, 0.15617974896449596, 0.2800142206251621, 0.20175000354647638]"
