labels,text,emotion,prob_emotion
sadness,"A close acquaintance of the family died of lung cancer. Although it was expected, I still felt depressed. ",sadness,"[0.002177281305193901, 0.3250449299812317, 0.7199044227600098, 0.5451475381851196, 0.0006699352961732075, 0.9969372749328613, 0.004541132133454084]"
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they couldn't get the bodies out at the scene of the accident. ",sadness,"[0.8230231404304504, 0.9495932459831238, 0.952150285243988, 0.8310248255729675, 0.006218080583494157, 0.9612716436386108, 0.5981243848800659]"
shame,One night I had a sexual intercourse with another man. My sexual desire and my curiosity had made me jump into bed with him. I am ashamed of myself now. ,shame,"[0.24695543944835663, 0.9960314631462097, 0.49229854345321655, 0.969816267490387, 0.0013189642631914467, 0.9901324510574341, 0.998185932636261]"
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. ",sadness,"[0.8942434191703796, 0.8932522535324097, 0.07581505179405212, 0.876227617263794, 0.024746191687881947, 0.9040506482124329, 0.6041455268859863]"
joy,When I got the loan for my studies. ,joy,"[0.2559530735015869, 0.10445394366979599, 0.15250644087791443, 0.6245294809341431, 0.8656924664974213, 0.0898313969373703, 0.15278948843479156]"
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night. ,disgust,"[0.8475027680397034, 0.9584445953369141, 0.8560675978660583, 0.8937305808067322, 0.10327794216573238, 0.43105411529541016, 0.5758167505264282]"
anger,On the T. V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip. ,disgust,"[0.9128249287605286, 0.9558495283126831, 0.9307698607444763, 0.9028924107551575, 0.008618098916485906, 0.948341965675354, 0.692889392375946]"
sadness,The thought of having to read a boring book of pages in English. ,anger,"[0.9133768081665039, 0.9108148217201233, 0.601560115814209, 0.16440759599208832, 0.0011333265574648976, 0.8754671216011047, 0.1999039351940155]"
disgust,Grovelling people. ,disgust,"[0.9894407391548157, 0.9921247363090515, 0.7756492495536804, 0.9307335019111633, 0.03464408777654171, 0.9909037947654724, 0.9268383383750916]"
shame,My inability to assert myself positively in a group. ,anger,"[0.907878041267395, 0.8055652379989624, 0.6429154872894287, 0.8970539569854736, 0.019849139265716076, 0.852059006690979, 0.8622376322746277]"
guilt,I experience feelings of guilt because I do not study enough. ,guilt,"[0.015976421535015106, 0.8327269554138184, 0.0349079966545105, 0.9869359135627747, 0.0006149236287456006, 0.26774218678474426, 0.14778736233711243]"
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners. ",anger,"[0.9730720520019531, 0.9692795872688293, 0.7321485280990601, 0.871235191822052, 0.09451438672840595, 0.7474393248558044, 0.8391583561897278]"
shame,I guess I have often been ashamed after having talked badly of other people. ,shame,"[0.007662338670343161, 0.9810873866081238, 0.1806299090385437, 0.9649366140365601, 0.0036983639001846313, 0.5702422261238098, 0.9951561689376831]"
guilt,Having been angry and unpleasant towards my parents. ,disgust,"[0.9712241888046265, 0.9721359610557556, 0.3395703136920929, 0.9029240608215332, 0.0008679540478624403, 0.8814267516136169, 0.031215671449899673]"
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy. ,joy,"[0.018616560846567154, 0.1355990618467331, 0.21529315412044525, 0.38024598360061646, 0.9523487091064453, 0.01604083739221096, 0.058841902762651443]"
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover. ",sadness,"[0.00532087916508317, 0.18324542045593262, 0.4951395094394684, 0.3341602683067322, 0.0020727007067762315, 0.7794748544692993, 0.07407256215810776]"
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful. ",anger,"[0.9674875736236572, 0.9587951302528381, 0.783896803855896, 0.727351188659668, 0.005267622647807002, 0.9674479961395264, 0.4938666820526123]"
sadness,"When my boyfriend openly let me down, preferring another girl. ",sadness,"[0.9674273729324341, 0.9772319793701172, 0.8645000457763672, 0.9697046875953674, 0.00923422898631543, 0.9945166707038879, 0.9464111328125]"
disgust,"I felt some disgust for my boyfriend for a time, after he had left me. ",disgust,"[0.9045591950416565, 0.9793127775192261, 0.0802241638302803, 0.6901067495346069, 0.0013629538007080555, 0.839873194694519, 0.515322208404541]"
shame,Can't think of any. ,sadness,"[0.013206493109464645, 0.011778352782130241, 0.002067872555926442, 0.00863737240433693, 0.004669870249927044, 0.019280308857560158, 0.0056084515526890755]"
guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed. ",fear,"[0.8117337226867676, 0.9166890978813171, 0.9608939290046692, 0.9031432867050171, 0.010329167824238539, 0.8935309648513794, 0.5426017045974731]"
joy,"Unexpected visit by a close friend, whom I hadn't seen for half a year. ",joy,"[0.23639197647571564, 0.004579117055982351, 0.3846787214279175, 0.36709150671958923, 0.9523372650146484, 0.04800723120570183, 0.13974793255329132]"
fear,"I wandered by mistake into the safety zone of a shooting range, and was shot at. ",guilt,"[0.9043974876403809, 0.9288185238838196, 0.9759951233863831, 0.9782342314720154, 0.0031491168192587793, 0.9266752600669861, 0.8374008536338806]"
anger,Being treated unfairly. ,disgust,"[0.9719969630241394, 0.9830585718154907, 0.7990999221801758, 0.8244104385375977, 0.0023236299166455865, 0.9820863008499146, 0.8166121244430542]"
sadness,Breaking up with a girl. ,sadness,"[0.8911042809486389, 0.9255327582359314, 0.7188503742218018, 0.9006005525588989, 0.025057119317352772, 0.985095202922821, 0.6155855059623718]"
disgust,Nothing. ,disgust,"[0.014822712168097496, 0.02729637175798416, 0.023387419059872627, 0.021233899518847466, 0.008622221648693085, 0.017972351983189583, 0.010604956187307835]"
shame,None. ,sadness,"[0.00536557799205184, 0.01292428094893694, 0.002727134618908167, 0.010589317418634892, 0.009631123393774033, 0.02053886093199253, 0.004726724699139595]"
guilt,Little contact with my father before he died. ,sadness,"[0.7150295376777649, 0.5275229811668396, 0.6915977597236633, 0.4800950884819031, 0.1680409535765648, 0.8256238102912903, 0.5306705236434937]"
joy,"When I was accepted as a student at the college, not having thought it possible. ",joy,"[0.18328465521335602, 0.05646095052361488, 0.7174779176712036, 0.3937091529369354, 0.9212742447853088, 0.04548073187470436, 0.297953724861145]"
fear,"When I was the first to arrive at the scene after an accident, and found that a close school friend had been killed. ",sadness,"[0.6190329790115356, 0.9462358355522156, 0.91237473487854, 0.8818730115890503, 0.0015374444192275405, 0.9796791076660156, 0.5818055272102356]"
anger,"I was accused of having done something, which I hadn't and got very angry. ",anger,"[0.9845851063728333, 0.9445529580116272, 0.024192143231630325, 0.8752804398536682, 0.0023553103674203157, 0.09124631434679031, 0.0019542109221220016]"
sadness,When my grandmother died. ,sadness,"[0.6736326813697815, 0.7278660535812378, 0.7909421324729919, 0.7356924414634705, 0.007419990375638008, 0.9503592252731323, 0.455954372882843]"
disgust,Not applicable. ,disgust,"[0.3664054870605469, 0.4006780683994293, 0.09916985780000687, 0.25889045000076294, 0.09812330082058907, 0.2738078236579895, 0.14575041830539703]"
joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband. Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment. the whole nature was full of music. ",joy,"[0.0008281817426905036, 0.0003289011074230075, 0.004516609478741884, 0.5637096166610718, 0.9723272323608398, 0.0011640492593869567, 0.0004994702758267522]"
fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences. My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket) ",anger,"[0.9696890115737915, 0.6429134011268616, 0.9232717752456665, 0.6034181714057922, 0.07313125766813755, 0.24091759324073792, 0.38249722123146057]"
anger,"I went to a lecture and once again it had been cancelled, this was the second time. One had a negative attitude towards the lecturer. ",sadness,"[0.9793568849563599, 0.9803003072738647, 0.5404679775238037, 0.928526759147644, 0.002880307729355991, 0.9895309209823608, 0.6899080276489258]"
sadness,"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible. The limited scope of human life is sad. ",sadness,"[0.006604203023016453, 0.12454850226640701, 0.11286161094903946, 0.8073808550834656, 0.0010315978724975139, 0.9929946064949036, 0.06923428177833557]"
disgust,"In the tram there was a fat, sickly looking woman in front of me who was asking for directions in a thick voice. When she got up to go a disgusting smell of urine came from her. I felt that I would choke. ",disgust,"[0.9570422172546387, 0.9894952178001404, 0.9585108757019043, 0.6490834355354309, 0.003883120371028781, 0.7139860391616821, 0.6614519357681274]"
shame,"When we were at home, my husband and I, he made a remark about something I had done, in a perfectly friendly manner. My deed had been unjust and I knew that my husband was right, therefore my sense of shame. ",shame,"[0.005452076904475689, 0.9702670574188232, 0.4112587869167328, 0.9467822313308716, 0.0015421087737195194, 0.812556266784668, 0.9945880174636841]"
guilt,"I made a remark to my sister concerning her attitude to men, the way she talked and I compared her to an acquaintance of mine. Later, the same evening, my sister looked sad. I felt guilty about her sadness. ",sadness,"[0.4158998429775238, 0.7290623784065247, 0.7045632004737854, 0.932676374912262, 0.0025792326778173447, 0.9762753844261169, 0.7955816388130188]"
joy,"I had a summer job in Sweden, and my boyfriend came to meet me on my birthday. ",joy,"[0.4361670911312103, 0.07375092059373856, 0.36221927404403687, 0.8635430335998535, 0.9642072021961212, 0.19375599920749664, 0.16448071599006653]"
fear,"I went to practice in Sweden during summer, and I was afraid that I would not do well. ",fear,"[0.04841861128807068, 0.8525055050849915, 0.9946838021278381, 0.883990466594696, 0.0010144743719138205, 0.6654350161552429, 0.6213382482528687]"
anger,"In the holiday cottage of our association, two of my pals came to wake me up early one morning by bringing a radio played at the highest volume into my room - it was the morning service at its loudest. ",anger,"[0.9221232533454895, 0.6988255381584167, 0.9008387923240662, 0.7841914892196655, 0.6347947120666504, 0.5311996340751648, 0.7846502661705017]"
sadness,My grandmother died suddenly last summer. ,sadness,"[0.6855042576789856, 0.7173634767532349, 0.8768049478530884, 0.6428356766700745, 0.007215506164357066, 0.9149143099784851, 0.43725886940956116]"
disgust,"My superior at the summer job swindled customers as much as he could, and once put me in a difficult situation after which I could not but detest him. ",disgust,"[0.6881545186042786, 0.9923337697982788, 0.3806033134460449, 0.8189541697502136, 0.0031083872308954597, 0.860164999961853, 0.06789598613977432]"
shame,Once I arrived two hours late to my work place (a bank) and I was still feeling feeble and tired. ,anger,"[0.8217241764068604, 0.3641403913497925, 0.2016603648662567, 0.6529989242553711, 0.004409683169797063, 0.48784327507019043, 0.610088586807251]"
guilt,Our association had Polish visitors and when they were going back by boat I did not go to see them off (I am the chairman of the association). ,guilt,"[0.7599001526832581, 0.7139431834220886, 0.7264082431793213, 0.8356992602348328, 0.43660952150821686, 0.7320567965507507, 0.7152436971664429]"
joy,"I was told quite unexpectedly that one wanted me to become the vice-chairman of our student organisation. I was really surprised and joy was the first emotion I felt, though behind it there was worry - how shall I succeed ? ",joy,"[0.0012859891867265105, 0.0006805488374084234, 0.08989676088094711, 0.18586014211177826, 0.9850057363510132, 0.0010279533453285694, 0.0005146751063875854]"
