labels,text,emo_name,expr_emo,feels_emo,emotion,prob_emo_name,prob_expr_emo,prob_feels_emo,prob_emotion,ensemble
sadness,Railway station good-bye. ,sadness,sadness,sadness,sadness,"[0.09536637, 0.21372041, 0.18300068, 0.3847193, 0.20665218, 0.9378037, 0.31847176]","[0.19108857, 0.22690295, 0.46606436, 0.63083166, 0.69282645, 0.97663534, 0.60848856]","[0.43217865, 0.3491074, 0.80940634, 0.7834332, 0.5171288, 0.9364286, 0.62703675]","[0.04395304, 0.050916057, 0.03027614, 0.20919298, 0.10173592, 0.7097393, 0.07813162]",sadness
disgust,I saw a cripple in rags with small children in Italy. He was probably an imposter. ,shame,disgust,disgust,sadness,"[0.6801311, 0.8827263, 0.5187796, 0.7872618, 0.273455, 0.8482255, 0.89447427]","[0.9051341, 0.9647524, 0.9309501, 0.9448154, 0.13652074, 0.943881, 0.9465185]","[0.9396812, 0.9461933, 0.935195, 0.8705542, 0.036771238, 0.92374444, 0.8175621]","[0.55088514, 0.73808914, 0.54433584, 0.83787656, 0.017245252, 0.86862653, 0.79571515]",sadness
shame,I told a friend that I was going to a party and he would not enjoy himself if he came along. He understood that he would not have fitted in and there was something in that. ,guilt,guilt,fear,guilt,"[0.6255268, 0.6938656, 0.8195763, 0.91865903, 0.10055096, 0.72609985, 0.73862785]","[0.69902754, 0.66146517, 0.95889753, 0.9715755, 0.032003667, 0.80509186, 0.9366177]","[0.53047353, 0.7396334, 0.9912527, 0.9636169, 0.004418838, 0.7489832, 0.95116675]","[0.12308646, 0.14793019, 0.36584952, 0.7824556, 0.02115832, 0.50543106, 0.5740243]",guilt
guilt,I was the reason behind the break-up of my friend's relationship with his girlfriend. She finished with him. ,guilt,guilt,guilt,guilt,"[0.9399676, 0.7170718, 0.61653966, 0.9725151, 0.19751273, 0.9321347, 0.91717726]","[0.9448128, 0.8604155, 0.8108241, 0.9608004, 0.043748867, 0.92843705, 0.95667636]","[0.96963465, 0.8971983, 0.9487388, 0.97962403, 0.0060382336, 0.93168896, 0.9408104]","[0.7077457, 0.6840212, 0.3133612, 0.9019223, 0.007161544, 0.849399, 0.803207]",guilt
joy,I passed an exam that I was absolutely certain that I had failed. ,guilt,fear,guilt,guilt,"[0.590796, 0.21078199, 0.8840477, 0.90092283, 0.13321051, 0.08888352, 0.39675835]","[0.6474033, 0.11940193, 0.92419606, 0.82093954, 0.3146301, 0.40618736, 0.6607615]","[0.8013535, 0.1892578, 0.7472839, 0.9237799, 0.012267703, 0.29571688, 0.6544431]","[0.29804248, 0.07451289, 0.5265768, 0.8482978, 0.016802093, 0.13979313, 0.39011693]",guilt
fear,"On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard I was very scared till I managed to get him back onboard. ",fear,fear,fear,fear,"[0.60013056, 0.54060024, 0.99204785, 0.8449431, 0.07984975, 0.9615308, 0.8297605]","[0.65165734, 0.634209, 0.92632556, 0.7194005, 0.12496379, 0.8697919, 0.727348]","[0.78304964, 0.77847576, 0.9980704, 0.9548828, 0.012963209, 0.9507414, 0.9578114]","[0.20506518, 0.16741447, 0.97878486, 0.85307777, 0.019300938, 0.9576276, 0.68563277]",fear
anger,I locked myself out. ,anger,guilt,fear,guilt,"[0.97683537, 0.84206367, 0.9325883, 0.9390493, 0.07470839, 0.90365356, 0.89022946]","[0.97494745, 0.91324186, 0.96928763, 0.9884062, 0.012698092, 0.9490856, 0.97309273]","[0.9850573, 0.9321875, 0.9939919, 0.98840326, 0.0035298732, 0.9469682, 0.9859439]","[0.74916804, 0.6505249, 0.5909771, 0.90792954, 0.011313136, 0.83166224, 0.8001533]",guilt
sadness,I missed the last tram home and had to walk in the pouring rain. ,sadness,sadness,sadness,sadness,"[0.94315785, 0.89181525, 0.8143333, 0.9303561, 0.065534025, 0.9509691, 0.8451943]","[0.90431905, 0.81062895, 0.888967, 0.92047155, 0.040988933, 0.9545984, 0.87080234]","[0.9691602, 0.9253244, 0.9566748, 0.96328163, 0.0055066464, 0.97971845, 0.9416756]","[0.3706641, 0.44239864, 0.24979296, 0.69564134, 0.007862474, 0.90181166, 0.3344998]",sadness
disgust,I found some worms in the food and I had obviously eaten some. ,guilt,guilt,fear,guilt,"[0.6025252, 0.8174773, 0.5838107, 0.8666766, 0.21271104, 0.8225192, 0.6961683]","[0.8696348, 0.9387407, 0.8319774, 0.9456123, 0.17725563, 0.8762842, 0.92424536]","[0.9155046, 0.9376145, 0.97590303, 0.94578373, 0.03127173, 0.8776943, 0.8684391]","[0.2806291, 0.6802053, 0.33377975, 0.7128625, 0.016285524, 0.5994855, 0.46658152]",guilt
shame,"My friend was so intoxicated that the police came and took him away, and they later contacted his parents. ",guilt,fear,anger,sadness,"[0.6423129, 0.7473262, 0.7797053, 0.83181876, 0.25271797, 0.8136958, 0.7721537]","[0.89024645, 0.7759129, 0.94075704, 0.8439099, 0.18330148, 0.91882527, 0.8197762]","[0.97883165, 0.95995784, 0.97080606, 0.9286683, 0.030726982, 0.9680589, 0.9473818]","[0.6418432, 0.6883314, 0.6618201, 0.82552934, 0.030877667, 0.9412743, 0.7431372]",sadness
guilt,I hapened to overhear something which I was not meant to hear. ,guilt,guilt,guilt,guilt,"[0.76215863, 0.68571734, 0.67122793, 0.9572674, 0.08700708, 0.78601646, 0.68703353]","[0.8765251, 0.76743704, 0.88459724, 0.9554487, 0.009185627, 0.7981786, 0.91779083]","[0.9569346, 0.8668102, 0.96127295, 0.97541434, 0.0025524588, 0.90121865, 0.9574189]","[0.13643454, 0.24544126, 0.14248046, 0.8119668, 0.004231296, 0.29842556, 0.6391827]",guilt
joy,When I won a trip to Greece in a competition. ,joy,joy,joy,joy,"[0.031637866, 0.016202385, 0.14951932, 0.0692205, 0.45749587, 0.010637506, 0.013040347]","[0.049068663, 0.017379053, 0.19438863, 0.25984025, 0.9325417, 0.0499743, 0.042855214]","[0.036600705, 0.009650104, 0.6819942, 0.057304278, 0.8424485, 0.02562683, 0.0128633715]","[0.009284823, 0.003466219, 0.005364069, 0.06772681, 0.38607895, 0.013260891, 0.004402455]",joy
fear,When I am out in the dark and a suspicious looking character comes towards me. ,fear,fear,shame,fear,"[0.7635486, 0.75757676, 0.96206796, 0.8873052, 0.051845156, 0.5393207, 0.7512267]","[0.9136722, 0.7887917, 0.98772496, 0.9133644, 0.026311731, 0.7917915, 0.93477184]","[0.7708383, 0.49385017, 0.899902, 0.8809008, 0.002919584, 0.6249938, 0.9243737]","[0.42443505, 0.553968, 0.8719701, 0.7423019, 0.023905978, 0.5582989, 0.69548815]",fear
anger,"At work, when an elderly man complained unjustifiably about me and distrusted me. ",disgust,anger,disgust,disgust,"[0.97448665, 0.9938263, 0.61641765, 0.89218014, 0.018068224, 0.7261762, 0.80354685]","[0.9684381, 0.9558298, 0.74940145, 0.7797275, 0.014582503, 0.80507225, 0.90411043]","[0.9869402, 0.99479866, 0.7051633, 0.30179667, 0.0016213931, 0.50497186, 0.44300872]","[0.8984156, 0.9849744, 0.12602568, 0.25680476, 0.0033053963, 0.43517828, 0.3165975]",disgust
sadness,When I had not understood anything after a lecture. ,guilt,anger,anger,guilt,"[0.89423484, 0.905464, 0.37281498, 0.9313163, 0.024490224, 0.8918563, 0.83062655]","[0.9620654, 0.9388084, 0.8385465, 0.94125956, 0.014638803, 0.9501308, 0.94392174]","[0.97651917, 0.9530159, 0.8294066, 0.95487225, 0.006038125, 0.89949775, 0.96254504]","[0.41426075, 0.45256546, 0.11083595, 0.6048221, 0.007603519, 0.6047124, 0.41750467]",guilt
disgust,When an alcoholic stood dribbling over a food counter. ,anger,anger,anger,disgust,"[0.98181, 0.90353376, 0.30384693, 0.8642463, 0.123077594, 0.86006784, 0.8868609]","[0.97620606, 0.976147, 0.84194213, 0.9393516, 0.032845695, 0.93579555, 0.96244556]","[0.9408679, 0.85810894, 0.9335993, 0.8244319, 0.013332127, 0.7003409, 0.8051876]","[0.5909265, 0.71144134, 0.13272047, 0.664594, 0.008681143, 0.6603681, 0.68262666]",anger
shame,When my friend and I were discussing the good looks of a guy we realized that he had been listening. ,guilt,sadness,guilt,guilt,"[0.21295474, 0.23441581, 0.3545671, 0.7525667, 0.34597293, 0.3208724, 0.51688635]","[0.56499195, 0.21070613, 0.6557873, 0.70757014, 0.312528, 0.72387236, 0.66079783]","[0.38205865, 0.13773084, 0.40358365, 0.47402495, 0.2585591, 0.21790083, 0.24514145]","[0.028891476, 0.025238177, 0.012815874, 0.27854374, 0.1289752, 0.048225004, 0.07376823]",guilt
guilt,When I complained about a colleague to the manager and he told her that someone had complained this colleague came to me believing that I liked her. ,fear,guilt,fear,guilt,"[0.5097751, 0.10976587, 0.77395624, 0.62788355, 0.22815289, 0.30319467, 0.14593603]","[0.49242368, 0.06588879, 0.39982784, 0.53716207, 0.1255425, 0.5307209, 0.4838288]","[0.39352137, 0.006911335, 0.846707, 0.7704632, 0.053048655, 0.30691862, 0.31624535]","[0.013446208, 0.0067374613, 0.032945756, 0.17412199, 0.0494683, 0.0699828, 0.032268647]",guilt
joy,At a friend's birthday party with some of my closest friends. It was all very pleasant and one could say that I was happy to have such good friends. ,joy,joy,joy,joy,"[0.005501505, 0.007877389, 0.12735678, 0.24426019, 0.94278854, 0.0022649362, 0.042366803]","[0.009392799, 0.008297035, 0.18827532, 0.299605, 0.9431203, 0.005928371, 0.2620144]","[0.007962085, 0.012685532, 0.731181, 0.12594043, 0.98249304, 0.0047989935, 0.14613782]","[0.0012368113, 0.0010670867, 0.0035325023, 0.028926516, 0.9785136, 0.00077689876, 0.0056718895]",joy
fear,On the way home one Friday night in the heavy rain the car acquaplanned. I lost contact with the road surface for a few seconds. ,sadness,sadness,fear,sadness,"[0.70113856, 0.7535028, 0.82232183, 0.8642056, 0.18326907, 0.88001204, 0.7744651]","[0.6485063, 0.58427656, 0.70357215, 0.57365894, 0.16679853, 0.76671606, 0.68406403]","[0.86911225, 0.83988607, 0.9402229, 0.85974336, 0.019937532, 0.8223858, 0.88468826]","[0.14083245, 0.28658807, 0.1723363, 0.3576709, 0.012824003, 0.5588502, 0.2595421]",sadness
anger,Mad at my dad. ,anger,anger,anger,anger,"[0.994576, 0.9766209, 0.18781246, 0.73031574, 0.002401081, 0.4379107, 0.9129385]","[0.99605185, 0.99377584, 0.36354968, 0.9655736, 0.0011795637, 0.21081874, 0.9581117]","[0.9983525, 0.99031687, 0.89099234, 0.97906417, 0.00025322058, 0.1996235, 0.9645585]","[0.99656016, 0.9784806, 0.04547393, 0.6811968, 0.00037117075, 0.09039968, 0.7046814]",anger
sadness,A case of unrequited love. ,sadness,sadness,sadness,sadness,"[0.027211713, 0.031975683, 0.016254082, 0.46374014, 0.02692959, 0.8517021, 0.20883809]","[0.015475485, 0.037565563, 0.011664373, 0.8693887, 0.01108243, 0.97559875, 0.16092703]","[0.07312783, 0.068707146, 0.12580544, 0.8477364, 0.0037108439, 0.8902696, 0.35864452]","[0.005622478, 0.008520309, 0.007974177, 0.041972954, 0.019028718, 0.1138054, 0.011766404]",sadness
disgust,A bad smelling cucumber. ,disgust,disgust,disgust,disgust,"[0.3897656, 0.99019086, 0.27264005, 0.49189326, 0.006380184, 0.8842733, 0.8584577]","[0.8967301, 0.99581474, 0.83283097, 0.77114224, 0.008732278, 0.9145234, 0.9329472]","[0.78731513, 0.9917772, 0.81486994, 0.65841496, 0.0054156156, 0.62184906, 0.75063443]","[0.24526814, 0.9819948, 0.18682112, 0.28989318, 0.0046253367, 0.5782962, 0.7565264]",disgust
shame,Nearly caught masturbating. ,shame,guilt,guilt,guilt,"[0.6114154, 0.5032674, 0.45201644, 0.838701, 0.02721016, 0.79191214, 0.89414525]","[0.87241477, 0.6565688, 0.6643522, 0.8969071, 0.017736439, 0.1777259, 0.8459623]","[0.95970285, 0.8439701, 0.9028508, 0.9614166, 0.0071524866, 0.11106645, 0.90746504]","[0.17954189, 0.162411, 0.14422007, 0.6773418, 0.010459833, 0.020716539, 0.5543689]",guilt
guilt,I do not help out enough at home. ,guilt,guilt,guilt,guilt,"[0.44017455, 0.5883881, 0.5284916, 0.97266227, 0.24099642, 0.7575499, 0.8172641]","[0.9782404, 0.9103775, 0.9203357, 0.9920896, 0.055877127, 0.9624917, 0.981614]","[0.9919302, 0.93488497, 0.90547997, 0.99744886, 0.004456839, 0.98976374, 0.99227434]","[0.78335077, 0.5241008, 0.36033013, 0.9790259, 0.015437171, 0.93530726, 0.809717]",guilt
joy,I felt very happy when I won the football pools. ,joy,joy,joy,joy,"[0.0023495292, 0.00092737563, 0.0065701287, 0.0041627875, 0.9928958, 0.00033580762, 0.001222585]","[0.0011363379, 0.0030468137, 0.0044907117, 0.009119934, 0.9925856, 0.0005053987, 0.012841907]","[0.00076234224, 0.00042022893, 0.057041276, 0.0013215792, 0.9952828, 0.00035658496, 0.00077778497]","[0.0010181913, 0.0020084374, 0.0028438668, 0.01038164, 0.9969085, 0.0005871808, 0.0020146356]",joy
fear,When I flew from Athens to Copenhagen after a holiday. The plane was caught in a storm and it began to shake and I thouhght that we were going to crash. ,fear,fear,fear,fear,"[0.8337256, 0.5174367, 0.9924022, 0.8468586, 0.10194231, 0.90695333, 0.6598104]","[0.5741095, 0.5219452, 0.98969275, 0.89487535, 0.07155531, 0.9115096, 0.72611314]","[0.77459925, 0.8461222, 0.99680954, 0.94952166, 0.0060580475, 0.90965587, 0.9624281]","[0.2177917, 0.2366366, 0.9903217, 0.63471335, 0.0045098034, 0.9437379, 0.439218]",fear
anger,When someone stole my bike. ,guilt,anger,anger,guilt,"[0.9190826, 0.85275316, 0.8275508, 0.9362552, 0.024708556, 0.9031125, 0.8962825]","[0.98631775, 0.94412935, 0.97561705, 0.95975524, 0.008689411, 0.966778, 0.96528506]","[0.9907141, 0.96031916, 0.9302609, 0.9722653, 0.0047465237, 0.97552, 0.9692589]","[0.67993814, 0.55474687, 0.43320718, 0.84778315, 0.005819971, 0.84048885, 0.6542844]",guilt
sadness,"When I saw the list of books to read for an acccouting course, I thought "" Oh God how will I ever manaage it! "" ",sadness,fear,guilt,sadness,"[0.9193025, 0.9705119, 0.9680797, 0.9798124, 0.03605262, 0.9834382, 0.91510785]","[0.99129796, 0.9897572, 0.99715936, 0.9946319, 0.0055194777, 0.9966325, 0.9883801]","[0.9875618, 0.9959812, 0.9945015, 0.9961004, 0.00238305, 0.994636, 0.99530905]","[0.88588864, 0.89518034, 0.97990316, 0.9139998, 0.0030547353, 0.9905317, 0.8980903]",sadness
disgust,It was when I read a newspaper article on the future and they foresaw that we would be eating frog-burgers by the year . An illustration showed a frog between two pieces of bread. ,disgust,fear,disgust,fear,"[0.66637367, 0.94293565, 0.8158838, 0.79507715, 0.07310835, 0.92581713, 0.8473797]","[0.8803859, 0.9444932, 0.9679192, 0.83253056, 0.0056613795, 0.9436545, 0.9339876]","[0.9522411, 0.972937, 0.9646797, 0.9476111, 0.0065362323, 0.939299, 0.94540834]","[0.29917455, 0.7185335, 0.7501747, 0.3527373, 0.0030841744, 0.7227237, 0.5727019]",disgust
shame,When I dropped a bottle in the state liquor store and everyboby started laughing. ,guilt,shame,shame,shame,"[0.04830873, 0.31569088, 0.07710698, 0.5142884, 0.38297766, 0.005335613, 0.4750947]","[0.2394761, 0.6561904, 0.3508366, 0.8477804, 0.07131782, 0.049035847, 0.8487586]","[0.5710741, 0.8471405, 0.8835412, 0.9273925, 0.026506027, 0.08138333, 0.9467722]","[0.0121802185, 0.022373147, 0.01239313, 0.21189366, 0.045541417, 0.005202061, 0.24224484]",shame
guilt,"When I was young - , I pinched from a store and was caught. The store then contacted my parents. ",guilt,shame,anger,guilt,"[0.88817346, 0.6358053, 0.6035685, 0.92281884, 0.24721149, 0.7274792, 0.88750833]","[0.946489, 0.7924696, 0.8772499, 0.9526435, 0.10292961, 0.8839638, 0.96440715]","[0.96780235, 0.897373, 0.95728326, 0.96405214, 0.016320627, 0.943287, 0.965134]","[0.512588, 0.46921113, 0.35156366, 0.8444275, 0.019132474, 0.7681232, 0.782634]",guilt
joy,When the whole family gets together for a one week holiday. Everybody feels free and the trip is well planned. It works out well and we enjoy ourselves. ,joy,joy,joy,joy,"[0.010824262, 0.008853253, 0.02532133, 0.053653583, 0.8732017, 0.0050321007, 0.03361417]","[0.05875061, 0.018709928, 0.05616242, 0.08749816, 0.8947582, 0.029445482, 0.15507728]","[0.005394667, 0.003491997, 0.4890213, 0.02422981, 0.97233534, 0.004905329, 0.028906435]","[0.0051652896, 0.002997387, 0.0064395056, 0.031816512, 0.7229499, 0.004430412, 0.008448686]",joy
fear,"When I could not find my year old daughter. I ran and looked for her everywhere and could not find her. (I finally found her, she had gone to bed to sleep) ",sadness,sadness,guilt,guilt,"[0.90276057, 0.6944532, 0.8873121, 0.95166475, 0.16482097, 0.9547788, 0.76861805]","[0.78797776, 0.53605884, 0.91529787, 0.9175621, 0.040669117, 0.93386626, 0.82657397]","[0.8748425, 0.58687365, 0.880661, 0.9550243, 0.0044241273, 0.94237375, 0.801173]","[0.17675993, 0.07456065, 0.21466295, 0.81210107, 0.030158108, 0.7984028, 0.35897848]",guilt
anger,When friends try to put me down or hurt me. ,disgust,anger,anger,disgust,"[0.91520363, 0.92023355, 0.75277185, 0.6168213, 0.006915804, 0.6896191, 0.8080338]","[0.9620824, 0.8584527, 0.9071792, 0.552482, 0.0031087706, 0.6344952, 0.87231666]","[0.9860933, 0.9574063, 0.95389813, 0.91682744, 0.0006731168, 0.8495884, 0.96755666]","[0.57877207, 0.7220806, 0.3855374, 0.34818813, 0.0025528036, 0.38959065, 0.5756725]",disgust
sadness,Marriage crises. Boredom. ,sadness,disgust,sadness,sadness,"[0.022412546, 0.95349413, 0.73002404, 0.64101315, 0.0013030737, 0.9962243, 0.7995276]","[0.10312217, 0.9876204, 0.9470156, 0.84459823, 0.0021819647, 0.98136765, 0.93014723]","[0.32922715, 0.9915604, 0.9456271, 0.8007355, 0.0007173506, 0.9950629, 0.8767695]","[0.009593396, 0.8837209, 0.5155776, 0.18084535, 0.00091077737, 0.93810403, 0.71168655]",sadness
disgust,When someone makes advances that one does not want. ,anger,anger,anger,disgust,"[0.8388952, 0.7697684, 0.39146733, 0.74871546, 0.029628588, 0.4761735, 0.70570976]","[0.956695, 0.88554513, 0.82698023, 0.859983, 0.015998783, 0.76796937, 0.917222]","[0.7738624, 0.5794641, 0.15934251, 0.17051119, 0.004824709, 0.14171407, 0.30249825]","[0.27490264, 0.398209, 0.17750847, 0.33402598, 0.0057478594, 0.27637136, 0.3896221]",anger
shame,The discovery that one has only thought of oneself. ,guilt,shame,shame,guilt,"[0.61640745, 0.8060961, 0.76045567, 0.9650533, 0.015182203, 0.93503106, 0.95392615]","[0.7841212, 0.87716115, 0.77301395, 0.8536717, 0.009385875, 0.9247429, 0.94445527]","[0.6521792, 0.7493147, 0.79123086, 0.75091165, 0.0036323832, 0.70452166, 0.86423874]","[0.08621599, 0.29230025, 0.08243472, 0.6329351, 0.0053039244, 0.2686368, 0.57205904]",shame
guilt,When I spanked a child in anger and later regretted it terribly. ,guilt,guilt,shame,sadness,"[0.9839755, 0.9840237, 0.693378, 0.99256635, 0.031920057, 0.9807576, 0.98095816]","[0.9665787, 0.9217177, 0.62357956, 0.9845152, 0.006555697, 0.96981066, 0.97584945]","[0.96678025, 0.9719814, 0.7608789, 0.99769694, 0.0005649886, 0.9869443, 0.9978466]","[0.8682608, 0.9109315, 0.14400059, 0.96646637, 0.0033892435, 0.9793091, 0.9165666]",guilt
joy,When I passed the first examination that I had to repeat. ,guilt,joy,fear,guilt,"[0.16912007, 0.09234133, 0.12087958, 0.2560215, 0.093884155, 0.10249349, 0.11619676]","[0.29265863, 0.18527392, 0.19030787, 0.6007416, 0.6773119, 0.41188103, 0.29957056]","[0.21245687, 0.0343518, 0.6895556, 0.29087955, 0.42450723, 0.23964196, 0.072650686]","[0.1000038, 0.030102186, 0.04763991, 0.27666423, 0.15280923, 0.15356648, 0.07398424]",guilt
fear,When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit. ,guilt,shame,fear,guilt,"[0.73266464, 0.69268215, 0.5248792, 0.9058206, 0.20757207, 0.72743875, 0.8551686]","[0.8416962, 0.7446641, 0.8081379, 0.90595883, 0.10380154, 0.86038715, 0.9226933]","[0.93278795, 0.8709318, 0.9576315, 0.9201178, 0.01568287, 0.8335907, 0.9472401]","[0.18999162, 0.29456535, 0.123748854, 0.5180802, 0.011234646, 0.4864995, 0.4303859]",guilt
