labels,text,emo_name,expr_emo,feels_emo,emotion,prob_emo_name,prob_expr_emo,prob_feels_emo,prob_emotion,ensemble
sadness,Railway station good-bye. ,sadness,sadness,fear,sadness,"[0.0988448, 0.0901361, 0.05003377, 0.22170186, 0.009186933, 0.3852552, 0.08419354]","[0.20777863, 0.12591024, 0.12536815, 0.15576166, 0.019819794, 0.7781534, 0.07790049]","[0.33927652, 0.11108761, 0.9437303, 0.4851, 0.16695687, 0.8166859, 0.25071338]","[0.32272592, 0.25773993, 0.4096737, 0.35984597, 0.18252297, 0.96163195, 0.20216288]",sadness
disgust,I saw a cripple in rags with small children in Italy. He was probably an imposter. ,sadness,sadness,sadness,sadness,"[0.13014993, 0.11984904, 0.2662639, 0.23468272, 0.0019302783, 0.7226469, 0.074734196]","[0.52767456, 0.6539827, 0.756991, 0.7841406, 0.0034028294, 0.929367, 0.7446922]","[0.8513148, 0.8323284, 0.9070252, 0.82278466, 0.036814738, 0.98241055, 0.8465797]","[0.519194, 0.7013017, 0.469081, 0.54496074, 0.01449404, 0.91510636, 0.694711]",sadness
shame,I told a friend that I was going to a party and he would not enjoy himself if he came along. He understood that he would not have fitted in and there was something in that. ,fear,fear,fear,fear,"[0.29872063, 0.2794336, 0.9183958, 0.42891794, 0.5171894, 0.5720689, 0.23476115]","[0.2825208, 0.35197723, 0.8311966, 0.5570057, 0.047823574, 0.4223062, 0.27416494]","[0.043948725, 0.02425385, 0.9694249, 0.18826208, 0.19612327, 0.26952747, 0.07631951]","[0.29227397, 0.23033534, 0.6824236, 0.37771645, 0.17702644, 0.6023007, 0.42559]",fear
guilt,I was the reason behind the break-up of my friend's relationship with his girlfriend. She finished with him. ,guilt,guilt,guilt,guilt,"[0.13916942, 0.072196096, 0.02789151, 0.66436887, 0.00534075, 0.07222736, 0.028586779]","[0.13550954, 0.026151627, 0.01744711, 0.8177008, 0.0018600135, 0.028456762, 0.13578187]","[0.3474718, 0.056581587, 0.3571397, 0.7719525, 0.007173512, 0.060656063, 0.15888408]","[0.53761476, 0.18589573, 0.041674238, 0.84945583, 0.00551241, 0.12463782, 0.26422632]",guilt
joy,I passed an exam that I was absolutely certain that I had failed. ,fear,fear,fear,fear,"[0.2983486, 0.12420369, 0.87116325, 0.52183574, 0.69058126, 0.18344428, 0.033582307]","[0.22627765, 0.02707498, 0.9813332, 0.7453013, 0.93853587, 0.08687357, 0.061602302]","[0.531503, 0.03344538, 0.9944614, 0.7085357, 0.9856736, 0.30014268, 0.2031618]","[0.53735965, 0.16518992, 0.94600654, 0.6470695, 0.93380773, 0.59596735, 0.32893232]",fear
fear,"On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard I was very scared till I managed to get him back onboard. ",fear,fear,fear,fear,"[0.2991847, 0.22763373, 0.97986025, 0.5181268, 0.0020675696, 0.6968025, 0.26091838]","[0.39598283, 0.17332272, 0.99733907, 0.8924489, 0.0010448557, 0.9483264, 0.40215316]","[0.8026426, 0.12193783, 0.9981408, 0.84056664, 0.002841789, 0.9702204, 0.3754397]","[0.00441195, 0.0032484054, 0.9965612, 0.76586735, 0.0007052577, 0.053506736, 0.022849819]",fear
anger,I locked myself out. ,fear,fear,fear,guilt,"[0.36266077, 0.073862456, 0.5223381, 0.469892, 0.003989454, 0.32401633, 0.34400928]","[0.55009115, 0.24819443, 0.80305713, 0.8008626, 0.0033436567, 0.6062811, 0.67489415]","[0.8730304, 0.17172785, 0.97237927, 0.9273816, 0.014454461, 0.79653794, 0.8667925]","[0.7686235, 0.4722412, 0.8176374, 0.88066673, 0.018753229, 0.7822305, 0.8015757]",fear
sadness,I missed the last tram home and had to walk in the pouring rain. ,sadness,sadness,sadness,sadness,"[0.57137793, 0.48056844, 0.65262264, 0.49140486, 0.005292955, 0.83248395, 0.3781324]","[0.81268615, 0.8425323, 0.83208877, 0.8438583, 0.002066574, 0.9677623, 0.8324803]","[0.9550997, 0.84320873, 0.9356389, 0.9499405, 0.024651581, 0.9886113, 0.8321414]","[0.7944234, 0.7521964, 0.80875224, 0.9112219, 0.008561065, 0.9784837, 0.8851034]",sadness
disgust,I found some worms in the food and I had obviously eaten some. ,guilt,guilt,fear,disgust,"[0.31666192, 0.2403871, 0.3587125, 0.6300081, 0.001823316, 0.52529347, 0.21393217]","[0.58104473, 0.9475328, 0.8261862, 0.9760686, 0.0039036993, 0.63758767, 0.9404191]","[0.8515572, 0.9669394, 0.96877193, 0.9632312, 0.015320296, 0.89192116, 0.9376536]","[0.5627261, 0.9327424, 0.7733786, 0.93115956, 0.015076551, 0.78902924, 0.8876247]",guilt
shame,"My friend was so intoxicated that the police came and took him away, and they later contacted his parents. ",fear,sadness,sadness,sadness,"[0.42401883, 0.31423, 0.71459407, 0.40342692, 0.005767272, 0.68272257, 0.2863657]","[0.59189916, 0.49826834, 0.8433196, 0.70406467, 0.0013528888, 0.871727, 0.77574235]","[0.89703935, 0.807738, 0.8977123, 0.5530296, 0.018696193, 0.9431767, 0.6148274]","[0.82316905, 0.800977, 0.753874, 0.85136455, 0.008688274, 0.92952687, 0.8495428]",sadness
guilt,I hapened to overhear something which I was not meant to hear. ,guilt,guilt,fear,guilt,"[0.6001602, 0.36030254, 0.71978426, 0.8387013, 0.029453347, 0.38705182, 0.44711852]","[0.6004666, 0.18155727, 0.8187125, 0.97624767, 0.003165284, 0.28021693, 0.73905784]","[0.85608953, 0.38202912, 0.9700407, 0.9656133, 0.08792399, 0.78771836, 0.8094448]","[0.78508484, 0.6613599, 0.8528838, 0.92272615, 0.16310962, 0.64186233, 0.8560276]",guilt
joy,When I won a trip to Greece in a competition. ,joy,joy,joy,joy,"[0.008554075, 0.007658497, 0.032699857, 0.09532828, 0.8179234, 0.0011761867, 0.0014070555]","[0.008800426, 0.0044279005, 0.0111770155, 0.044726647, 0.965442, 0.001309532, 0.0014322802]","[0.041003015, 0.0074149403, 0.8716483, 0.13827415, 0.99348336, 0.007618942, 0.008850834]","[0.0063903737, 0.002711267, 0.02962875, 0.10002272, 0.9611085, 0.005306247, 0.002995287]",joy
fear,When I am out in the dark and a suspicious looking character comes towards me. ,fear,fear,fear,fear,"[0.5866179, 0.35039183, 0.8540053, 0.5974474, 0.004426795, 0.40671343, 0.19417834]","[0.5035733, 0.4320037, 0.97638613, 0.6853447, 0.0024255281, 0.20775624, 0.12945315]","[0.3878123, 0.13241576, 0.5458493, 0.07976606, 0.0016267665, 0.16080172, 0.07854612]","[0.61396295, 0.4681806, 0.9148216, 0.675677, 0.0040664263, 0.113584384, 0.24624361]",fear
anger,"At work, when an elderly man complained unjustifiably about me and distrusted me. ",fear,fear,fear,sadness,"[0.61478966, 0.48721048, 0.8226359, 0.6808874, 0.0032539496, 0.73741394, 0.4570158]","[0.8813948, 0.7768604, 0.9035513, 0.88193274, 0.002374066, 0.76570886, 0.79516906]","[0.95068395, 0.87458724, 0.968891, 0.5564981, 0.0027177613, 0.8230063, 0.5350444]","[0.80389035, 0.35514832, 0.71967924, 0.8206817, 0.006279134, 0.86103, 0.7328908]",fear
sadness,When I had not understood anything after a lecture. ,guilt,shame,fear,sadness,"[0.4570054, 0.33368716, 0.49810803, 0.6746789, 0.01628419, 0.5635574, 0.55423003]","[0.36670664, 0.35099342, 0.30357328, 0.55122715, 0.011216836, 0.402929, 0.6229475]","[0.7696681, 0.31494865, 0.867587, 0.7922479, 0.037057146, 0.6387047, 0.8154518]","[0.39985946, 0.32374564, 0.33142447, 0.5929291, 0.021580527, 0.5961378, 0.5812591]",guilt
disgust,When an alcoholic stood dribbling over a food counter. ,disgust,disgust,fear,disgust,"[0.54974574, 0.63765997, 0.314873, 0.46087047, 0.0060259406, 0.4646374, 0.50729555]","[0.7747261, 0.954684, 0.4871687, 0.8365128, 0.007060578, 0.6414118, 0.8201524]","[0.8812052, 0.8820989, 0.9771616, 0.6656983, 0.021951346, 0.79247725, 0.6693852]","[0.86921734, 0.9374005, 0.58540213, 0.83595216, 0.017047059, 0.8364418, 0.8440045]",disgust
shame,When my friend and I were discussing the good looks of a guy we realized that he had been listening. ,fear,guilt,fear,guilt,"[0.2566046, 0.17823575, 0.55694014, 0.529733, 0.03291931, 0.49884784, 0.265986]","[0.1423304, 0.0029624205, 0.48401153, 0.9065625, 0.016824095, 0.04972888, 0.65369624]","[0.504034, 0.06973318, 0.913291, 0.79663044, 0.31024137, 0.42164195, 0.3888498]","[0.29884106, 0.020657977, 0.56208766, 0.76207644, 0.07440537, 0.25203148, 0.53377247]",guilt
guilt,When I complained about a colleague to the manager and he told her that someone had complained this colleague came to me believing that I liked her. ,fear,guilt,fear,guilt,"[0.47160766, 0.13351102, 0.6356437, 0.5964564, 0.030208994, 0.37790507, 0.19501919]","[0.6812834, 0.67362297, 0.47932842, 0.7904106, 0.010104533, 0.39132205, 0.55763924]","[0.49593115, 0.02938067, 0.97107637, 0.31576827, 0.061478153, 0.5727802, 0.15483673]","[0.6274361, 0.33052588, 0.4714931, 0.6575997, 0.05658736, 0.55798745, 0.5622677]",fear
joy,At a friend's birthday party with some of my closest friends. It was all very pleasant and one could say that I was happy to have such good friends. ,joy,joy,joy,joy,"[0.010697775, 0.021657659, 0.14654231, 0.12148081, 0.9745608, 0.006737269, 0.002440418]","[0.0008593332, 0.00059967133, 0.0018285887, 0.009519643, 0.9906923, 0.00051836076, 0.0007592233]","[0.002378195, 0.0007808893, 0.76800734, 0.014733757, 0.99659675, 0.0009866735, 0.0020218063]","[0.00071317493, 0.0004665231, 0.001557451, 0.0032468725, 0.9792333, 0.0005321821, 0.00058210915]",joy
fear,On the way home one Friday night in the heavy rain the car acquaplanned. I lost contact with the road surface for a few seconds. ,fear,fear,fear,fear,"[0.5081425, 0.4892921, 0.71277726, 0.5439676, 0.027246205, 0.63310724, 0.5303201]","[0.4141154, 0.42548954, 0.90236443, 0.6213458, 0.013897901, 0.69589347, 0.57793725]","[0.78737825, 0.5236068, 0.85504633, 0.6833072, 0.172644, 0.81998795, 0.46945202]","[0.6354634, 0.6861714, 0.88263136, 0.7545045, 0.014546745, 0.69620454, 0.728943]",fear
anger,Mad at my dad. ,anger,anger,anger,anger,"[0.997359, 0.39589918, 0.028646978, 0.28017023, 0.0015993508, 0.01524308, 0.26047033]","[0.999138, 0.7269995, 0.0031875565, 0.31073287, 0.00039594568, 0.001184931, 0.0069324835]","[0.9993186, 0.7755609, 0.80019146, 0.7452923, 0.00061076635, 0.004103087, 0.4114922]","[0.9988667, 0.11960207, 0.0026575474, 0.05452497, 0.00072001695, 0.0007006609, 0.0060731573]",anger
sadness,A case of unrequited love. ,sadness,sadness,sadness,sadness,"[0.1415344, 0.010546506, 0.051395796, 0.44115156, 0.019817283, 0.9389139, 0.6220648]","[0.02874097, 0.0031888008, 0.006280893, 0.65111744, 0.002345164, 0.99154526, 0.49547213]","[0.8793165, 0.039915673, 0.6754613, 0.8585399, 0.012597358, 0.99256, 0.5630758]","[0.012081419, 0.0011348003, 0.003168108, 0.1371396, 0.006024638, 0.98234516, 0.16822158]",sadness
disgust,A bad smelling cucumber. ,disgust,disgust,fear,disgust,"[0.107254826, 0.63483423, 0.063685216, 0.057162262, 0.0011884624, 0.047453456, 0.21837619]","[0.5941966, 0.983276, 0.26321584, 0.29094508, 0.002938565, 0.43862596, 0.68323296]","[0.52570295, 0.8858648, 0.96638274, 0.4109162, 0.00462627, 0.20804773, 0.5958736]","[0.27151674, 0.9449255, 0.20629068, 0.29411566, 0.008436774, 0.3212309, 0.67701924]",disgust
shame,Nearly caught masturbating. ,guilt,guilt,fear,guilt,"[0.29041004, 0.2598574, 0.6451221, 0.65278, 0.5032296, 0.3159231, 0.49992365]","[0.18507817, 0.12672894, 0.7653345, 0.917536, 0.31061083, 0.035054594, 0.5839857]","[0.80433017, 0.54317623, 0.9667273, 0.8549096, 0.4590278, 0.554326, 0.85714465]","[0.47830364, 0.10220259, 0.846773, 0.87520826, 0.17678937, 0.052429233, 0.72759014]",guilt
guilt,I do not help out enough at home. ,guilt,guilt,guilt,guilt,"[0.507605, 0.3421847, 0.6117703, 0.8210637, 0.116366036, 0.62256277, 0.5709895]","[0.44532764, 0.43163884, 0.32672334, 0.9562914, 0.01703332, 0.617056, 0.8742274]","[0.7878655, 0.41052544, 0.95509326, 0.97475296, 0.14951187, 0.8089329, 0.9439533]","[0.61469734, 0.51968646, 0.49945843, 0.90805763, 0.11533654, 0.6446062, 0.81637675]",guilt
joy,I felt very happy when I won the football pools. ,joy,joy,joy,joy,"[0.0018469134, 0.0008330978, 0.01600923, 0.010640979, 0.99265337, 0.0009846442, 0.0004530993]","[0.0008358537, 0.00060556445, 0.0010082052, 0.0014248445, 0.99794906, 0.0006233856, 0.00052729924]","[0.0013917012, 0.00065396447, 0.4732113, 0.0015773455, 0.9987614, 0.00075967645, 0.00082143914]","[0.00070263096, 0.00036296874, 0.0009801787, 0.00072891574, 0.99706906, 0.00076992257, 0.00050831033]",joy
fear,When I flew from Athens to Copenhagen after a holiday. The plane was caught in a storm and it began to shake and I thouhght that we were going to crash. ,fear,fear,fear,fear,"[0.5441319, 0.383951, 0.95792294, 0.4558036, 0.0032738177, 0.39299658, 0.13651593]","[0.3930165, 0.4189685, 0.9969537, 0.31355682, 0.001293142, 0.73926646, 0.24501316]","[0.782686, 0.43129322, 0.99715, 0.4330072, 0.007916783, 0.8463318, 0.20885512]","[0.21762301, 0.054658517, 0.9916489, 0.30111802, 0.0013369471, 0.44218922, 0.09573628]",fear
anger,When someone stole my bike. ,sadness,sadness,sadness,fear,"[0.7732819, 0.65743977, 0.78159547, 0.43784264, 0.0013005728, 0.85734797, 0.5996396]","[0.9791363, 0.9307263, 0.9662637, 0.97284037, 0.0023161045, 0.9805493, 0.95392984]","[0.97277504, 0.88013715, 0.67758566, 0.4125305, 0.0031410048, 0.9798553, 0.28303757]","[0.92536145, 0.86944044, 0.9564802, 0.9289082, 0.004619141, 0.9543271, 0.889928]",sadness
sadness,"When I saw the list of books to read for an acccouting course, I thought "" Oh God how will I ever manaage it! "" ",fear,fear,fear,fear,"[0.5351999, 0.3783694, 0.9595376, 0.44156793, 0.0006177291, 0.8745913, 0.3659212]","[0.3173602, 0.2037979, 0.99064225, 0.1629094, 0.0016133453, 0.9314135, 0.16742638]","[0.6142373, 0.62711126, 0.99495924, 0.6363854, 0.0004175975, 0.885451, 0.36889684]","[0.043146968, 0.25682715, 0.9734899, 0.83986783, 0.00032276005, 0.87515426, 0.41288066]",fear
disgust,It was when I read a newspaper article on the future and they foresaw that we would be eating frog-burgers by the year . An illustration showed a frog between two pieces of bread. ,fear,fear,fear,disgust,"[0.5254819, 0.549124, 0.7943278, 0.32171026, 0.032919332, 0.6270942, 0.19955423]","[0.7751132, 0.9116037, 0.94779485, 0.5491911, 0.021985235, 0.88811666, 0.5351217]","[0.8036366, 0.8172235, 0.9695435, 0.44894308, 0.058864065, 0.779529, 0.36038354]","[0.71555454, 0.91772926, 0.8851667, 0.52389365, 0.1012668, 0.79759467, 0.60221016]",fear
shame,When I dropped a bottle in the state liquor store and everyboby started laughing. ,joy,guilt,shame,joy,"[0.029851962, 0.021580484, 0.038764346, 0.36406314, 0.57419956, 0.006369404, 0.077752754]","[0.07266721, 0.031136874, 0.0045126043, 0.9222734, 0.8270524, 0.0016020972, 0.58918023]","[0.30410665, 0.16982035, 0.6541992, 0.6163539, 0.8195451, 0.008922441, 0.8298713]","[0.008016789, 0.0079958085, 0.004687145, 0.33494815, 0.8244499, 0.0010696907, 0.14381817]",joy
guilt,"When I was young - , I pinched from a store and was caught. The store then contacted my parents. ",sadness,guilt,guilt,guilt,"[0.66820145, 0.3898987, 0.82077414, 0.8194067, 0.012431979, 0.83288425, 0.58676225]","[0.6904703, 0.61837894, 0.83568525, 0.98615617, 0.002006541, 0.7718554, 0.9614219]","[0.8817949, 0.77923185, 0.9583226, 0.98002964, 0.013200275, 0.90388083, 0.9399916]","[0.8093652, 0.8749826, 0.8692486, 0.9537597, 0.008215566, 0.9022137, 0.9058255]",guilt
joy,When the whole family gets together for a one week holiday. Everybody feels free and the trip is well planned. It works out well and we enjoy ourselves. ,joy,joy,joy,joy,"[0.17822367, 0.2619745, 0.59223837, 0.3403936, 0.9712488, 0.03199182, 0.06614292]","[0.0032142838, 0.0006289764, 0.0018847282, 0.008966079, 0.97916085, 0.0009993745, 0.002378488]","[0.031540968, 0.0014863434, 0.7613669, 0.009246288, 0.9948762, 0.0037440313, 0.035657216]","[0.017889226, 0.00086409267, 0.0025849824, 0.0034075559, 0.9621583, 0.0018390374, 0.0026777645]",joy
fear,"When I could not find my year old daughter. I ran and looked for her everywhere and could not find her. (I finally found her, she had gone to bed to sleep) ",fear,fear,sadness,sadness,"[0.7086961, 0.31424043, 0.9145551, 0.47126245, 0.026595527, 0.7825883, 0.15343606]","[0.7959228, 0.2554555, 0.9870209, 0.7999197, 0.00085259427, 0.9541665, 0.49111065]","[0.8788395, 0.29964, 0.97168434, 0.83751327, 0.0034939027, 0.97900337, 0.47058555]","[0.69716746, 0.121663064, 0.9265838, 0.74541116, 0.00051567546, 0.93931216, 0.47856683]",fear
anger,When friends try to put me down or hurt me. ,fear,anger,fear,sadness,"[0.6916821, 0.40138006, 0.6968193, 0.4246435, 0.005240797, 0.6282824, 0.4959467]","[0.9247351, 0.56499267, 0.92315656, 0.6601845, 0.0010613854, 0.89467436, 0.63264185]","[0.975195, 0.75320774, 0.9907962, 0.7381442, 0.0014331957, 0.95317507, 0.911683]","[0.8495073, 0.62668514, 0.8349459, 0.51700944, 0.0018003825, 0.8872576, 0.70311147]",fear
sadness,Marriage crises. Boredom. ,fear,sadness,fear,sadness,"[0.031915095, 0.033108454, 0.092035994, 0.039219752, 0.0006366467, 0.039139535, 0.02520746]","[0.0089520365, 0.055071656, 0.046677735, 0.035699293, 0.00030135212, 0.5428061, 0.022469714]","[0.09500658, 0.024588807, 0.8361755, 0.046641715, 0.00042744295, 0.5100194, 0.043350868]","[0.016450228, 0.018817144, 0.018622404, 0.026199507, 0.000480808, 0.16068849, 0.013252034]",sadness
disgust,When someone makes advances that one does not want. ,fear,fear,fear,fear,"[0.7609285, 0.61220706, 0.8347073, 0.6826599, 0.0028428703, 0.43583623, 0.32377282]","[0.836051, 0.7594358, 0.9525441, 0.52595496, 0.00067473203, 0.32829764, 0.118201576]","[0.8155667, 0.50506335, 0.97541577, 0.26236832, 0.0005694844, 0.60517687, 0.29181275]","[0.6565758, 0.5152142, 0.6912894, 0.49155325, 0.000993592, 0.47631073, 0.27903485]",fear
shame,The discovery that one has only thought of oneself. ,guilt,guilt,fear,guilt,"[0.16775239, 0.14986525, 0.13678926, 0.8795191, 0.014892856, 0.53084755, 0.6679498]","[0.25274566, 0.1558307, 0.30992392, 0.9584731, 0.010104991, 0.75636715, 0.7989729]","[0.39423826, 0.4814238, 0.8192009, 0.79569566, 0.014061868, 0.6534292, 0.6713968]","[0.45198706, 0.57794046, 0.33701447, 0.8848416, 0.058178682, 0.76025504, 0.7816033]",guilt
guilt,When I spanked a child in anger and later regretted it terribly. ,anger,guilt,guilt,anger,"[0.97575706, 0.43462077, 0.60063815, 0.9637991, 0.0027635542, 0.94332427, 0.8922189]","[0.9907479, 0.7360218, 0.8534971, 0.99541557, 0.0007815571, 0.9928548, 0.98717016]","[0.9969324, 0.8789648, 0.9776693, 0.9972293, 0.0011112933, 0.9956885, 0.98076415]","[0.99507433, 0.6287345, 0.09196778, 0.9667363, 0.0013321602, 0.9818465, 0.9176544]",anger
joy,When I passed the first examination that I had to repeat. ,joy,joy,joy,joy,"[0.06332881, 0.016483583, 0.14133272, 0.12509614, 0.6875204, 0.072730325, 0.023082923]","[0.07461271, 0.027307598, 0.0651208, 0.14586046, 0.9594137, 0.02603093, 0.023141557]","[0.22773601, 0.024737863, 0.9266005, 0.6011189, 0.9843216, 0.16024838, 0.053942185]","[0.15829386, 0.03343991, 0.15295056, 0.25967276, 0.92653155, 0.10288531, 0.054897033]",joy
fear,When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit. ,guilt,guilt,fear,guilt,"[0.58354056, 0.36559322, 0.67104334, 0.712541, 0.01211598, 0.5821617, 0.32067928]","[0.692944, 0.7133816, 0.771095, 0.9205753, 0.018570613, 0.77056473, 0.8519981]","[0.9141874, 0.66115755, 0.93526375, 0.894111, 0.015762351, 0.9272394, 0.7732354]","[0.807205, 0.74168473, 0.85465664, 0.9092378, 0.037279196, 0.8617843, 0.86153257]",guilt
