labels,text,expr_emo,prob_expr_emo,prob_max
joy,"Unexpected visit by a close friend, whom I hadn't seen for half a year. ",joy,"[0.2409914, 0.11130636, 0.5067322, 0.49233967, 0.79036754, 0.5827274, 0.4045226]",0.79036754
fear,"I wandered by mistake into the safety zone of a shooting range, and was shot at. ",fear,"[0.93889487, 0.91613495, 0.9655947, 0.93671095, 0.003159279, 0.9422584, 0.9646569]",0.9655947
anger,Being treated unfairly. ,disgust,"[0.99227285, 0.9941087, 0.9605568, 0.94435155, 0.00041814084, 0.9908953, 0.99116486]",0.9941087
sadness,Breaking up with a girl. ,sadness,"[0.9352949, 0.94206476, 0.79592246, 0.9495543, 0.0001799, 0.9930738, 0.9686932]",0.9930738
disgust,Nothing. ,disgust,"[0.1303318, 0.6387363, 0.18195061, 0.050761238, 0.0035868238, 0.6159383, 0.2772587]",0.6387363
shame,None. ,disgust,"[0.6140278, 0.9340932, 0.74397177, 0.3392055, 0.019089157, 0.9078956, 0.889378]",0.9340932
guilt,Little contact with my father before he died. ,sadness,"[0.22996524, 0.32991233, 0.19873822, 0.2805105, 0.0065115485, 0.73448193, 0.56465894]",0.73448193
joy,"When I was accepted as a student at the college, not having thought it possible. ",joy,"[0.3573364, 0.27951583, 0.31126717, 0.3825074, 0.8997635, 0.3583514, 0.38563302]",0.8997635
fear,"When I was the first to arrive at the scene after an accident, and found that a close school friend had been killed. ",sadness,"[0.8900636, 0.8696679, 0.94924337, 0.9303384, 0.00048795433, 0.9869457, 0.95191324]",0.9869457
anger,"I was accused of having done something, which I hadn't and got very angry. ",anger,"[0.9976803, 0.9545319, 0.75901014, 0.6954436, 0.00019160094, 0.04557439, 0.8057861]",0.9976803
sadness,When my grandmother died. ,sadness,"[0.6732844, 0.75450087, 0.76750964, 0.7600646, 0.033107776, 0.98856, 0.7521415]",0.98856
disgust,Not applicable. ,shame,"[0.9313902, 0.9566802, 0.87102586, 0.67681146, 0.023628296, 0.95028937, 0.9579421]",0.9579421
joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband. Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment. the whole nature was full of music. ",joy,"[0.0026740055, 0.0005942488, 0.0017138394, 0.006794986, 0.94461286, 0.0005043398, 0.0032452461]",0.94461286
fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences. My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket) ",fear,"[0.3420248, 0.27174658, 0.9376891, 0.5864876, 0.018884806, 0.41470137, 0.26836455]",0.9376891
anger,"I went to a lecture and once again it had been cancelled, this was the second time. One had a negative attitude towards the lecturer. ",disgust,"[0.97306955, 0.9810774, 0.9487163, 0.90903807, 0.005969011, 0.97670877, 0.9748455]",0.9810774
sadness,"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible. The limited scope of human life is sad. ",sadness,"[0.7001299, 0.8559156, 0.87906843, 0.86500436, 0.0027444775, 0.996249, 0.9836992]",0.996249
disgust,"In the tram there was a fat, sickly looking woman in front of me who was asking for directions in a thick voice. When she got up to go a disgusting smell of urine came from her. I felt that I would choke. ",disgust,"[0.77987635, 0.9831919, 0.9114991, 0.8142588, 0.016351474, 0.8471059, 0.8975654]",0.9831919
shame,"When we were at home, my husband and I, he made a remark about something I had done, in a perfectly friendly manner. My deed had been unjust and I knew that my husband was right, therefore my sense of shame. ",shame,"[0.30555996, 0.9452544, 0.7767487, 0.98239326, 0.00045577838, 0.9686137, 0.9947296]",0.9947296
guilt,"I made a remark to my sister concerning her attitude to men, the way she talked and I compared her to an acquaintance of mine. Later, the same evening, my sister looked sad. I felt guilty about her sadness. ",guilt,"[0.641493, 0.86871904, 0.70294046, 0.9886525, 0.003517505, 0.9322887, 0.9410811]",0.9886525
joy,"I had a summer job in Sweden, and my boyfriend came to meet me on my birthday. ",sadness,"[0.7879529, 0.817683, 0.767104, 0.77616227, 0.8207408, 0.926263, 0.92367077]",0.926263
fear,"I went to practice in Sweden during summer, and I was afraid that I would not do well. ",fear,"[0.85480124, 0.7817355, 0.9958688, 0.922559, 0.00489652, 0.9221805, 0.9101044]",0.9958688
anger,"In the holiday cottage of our association, two of my pals came to wake me up early one morning by bringing a radio played at the highest volume into my room - it was the morning service at its loudest. ",anger,"[0.77733195, 0.72923493, 0.72769856, 0.60612893, 0.5971847, 0.70918405, 0.63925064]",0.77733195
sadness,My grandmother died suddenly last summer. ,sadness,"[0.51694006, 0.62183994, 0.9158052, 0.76155704, 0.01051442, 0.99347067, 0.7163214]",0.99347067
disgust,"My superior at the summer job swindled customers as much as he could, and once put me in a difficult situation after which I could not but detest him. ",disgust,"[0.9859839, 0.9957812, 0.8616464, 0.7975668, 0.000468947, 0.9121525, 0.9767055]",0.9957812
shame,Once I arrived two hours late to my work place (a bank) and I was still feeling feeble and tired. ,shame,"[0.8619966, 0.8846187, 0.9238896, 0.9072986, 0.0010377305, 0.93565744, 0.96055627]",0.96055627
guilt,Our association had Polish visitors and when they were going back by boat I did not go to see them off (I am the chairman of the association). ,sadness,"[0.924186, 0.890796, 0.892597, 0.93988913, 0.34424457, 0.9629802, 0.9591488]",0.9629802
joy,"I was told quite unexpectedly that one wanted me to become the vice-chairman of our student organisation. I was really surprised and joy was the first emotion I felt, though behind it there was worry - how shall I succeed ? ",joy,"[0.0015462597, 0.00047889288, 0.8592818, 0.06556765, 0.9935905, 0.0006119617, 0.0016351171]",0.9935905
fear,"Our tutorial group was soon to be divided, and we got a list of names of freshmen, out of which five were to be in my group. We read the names and then each group went its own way to a seminar room. I wondered how I would cope with the new situation and if I would succeed as a group leader. ",fear,"[0.72353745, 0.5497869, 0.9536073, 0.7257181, 0.24805136, 0.7553296, 0.7019947]",0.9536073
anger,"We were in a disco and the evening was not at all pleasant. Despite my not knowing why, I was angry with my companion. I let him feel my bad humour as I cannot hide my feelings. ",anger,"[0.9879551, 0.9619489, 0.6164053, 0.57429343, 0.00077224604, 0.93253255, 0.79666865]",0.9879551
sadness,"My grandmother died, and my mother called me one sunday morning in the Autumn. The way my mother told me about it, I hated her at that moment. She sounded as if she had been waiting for the death of my grandmother. I had lost a person close to me. I felt guilty too as I had been bad to my grandmother of late. I had not remained calm when she no longer understood everything so well. ",guilt,"[0.9369879, 0.9547186, 0.86919385, 0.9845061, 0.022327852, 0.94904125, 0.9475897]",0.9845061
disgust,"At the underground station, a drunkard came to speak to me. He tried to ask me something but I did not answer so he began to speak about me with his companion. I detested this dirty growling man. ",disgust,"[0.9448795, 0.9950643, 0.8978958, 0.88116187, 0.017629245, 0.8870807, 0.93072915]",0.9950643
shame,"I was worried by a task related to my studies which had to be done in groups of two. I was talking about it to my friends when I said something negative, in too abrupt a manner, concerning my work partner. I did not quite mean what I said and I felt ashamed at having been mean enough to criticize him as he is also a friend of mine. ",shame,"[0.949436, 0.95650125, 0.98020476, 0.9926593, 0.005679931, 0.98152256, 0.9956567]",0.9956567
guilt,I had told my boyfriend that I did not want to go on with our relationship. I knew that I was important to him but I wanted to be free. I saw that this was difficult for him but I remained firm and did not change my mind. ,sadness,"[0.7756398, 0.83707994, 0.6959622, 0.69072264, 0.027710615, 0.8787983, 0.76850796]",0.8787983
joy,"Last night I had a chat with a fellow student. I had known her for about half a year, and for the first time we were speaking ""the same language""- meaning an inspiring discussion and encounter. ",joy,"[0.0041915686, 0.0009094796, 0.0015249955, 0.047863357, 0.9628756, 0.0014010213, 0.005170443]",0.9628756
anger,"[ I sometimes quarrel with my mother because she blames me, though I have not in any way been connected to some events. ] ",anger,"[0.9831502, 0.89871275, 0.9422332, 0.97232294, 0.00044140627, 0.9416624, 0.9634805]",0.9831502
sadness,"After hearing about the death of my grandfather. First I could not believe it, but later I wept and felt the situation was hopeless. I felt lonely and wanted to be consolated. ",sadness,"[0.2282763, 0.8768749, 0.9673149, 0.9059085, 0.00086687016, 0.9954204, 0.9267261]",0.9954204
disgust,"In the evening, while I was watching TV, my little brother came in and started eating food he had brought from the kitchen while I was trying to concentrate on the program. ",disgust,"[0.97492176, 0.9838341, 0.9534146, 0.957747, 0.02177266, 0.959302, 0.97875196]",0.9838341
shame,My little brother was arrested by the police at the railway station after he had drunk some beer. ,shame,"[0.92424494, 0.93877983, 0.92184883, 0.91389066, 0.006797103, 0.9432504, 0.96005267]",0.96005267
guilt,"At my temporary job, I have to restrict others' actions and make them obey me, and this very often gives me a feeling of guilt. I wish there could be some other way of acting. ",guilt,"[0.75380313, 0.85660404, 0.9206825, 0.9820696, 0.0009997106, 0.97099227, 0.9748573]",0.9820696
joy,"I met a dear friend of mine after a long time. I expressed my feelings in our own usual way, by mutual scolding and abusing (with complete understanding) and by touching, patting and taking the hand of the other person, etc. . . ",sadness,"[0.764772, 0.52006185, 0.31270635, 0.83968216, 0.12918188, 0.9031859, 0.79047453]",0.9031859
fear,"I felt fear of the purest kind after a car accident. The incident and images of horror kept coming back to my mind. I wondered what could have happened to my sister, my friend and me, though nothing very serious actually happened. ",fear,"[0.6689119, 0.89502174, 0.978284, 0.7349232, 0.0008795316, 0.84923583, 0.79692024]",0.978284
anger,"Two boys whom I know were telling me, in an indecent manner, how they had teased a young and shy girl I know. They had despised her conviction, scorned and touched her. I got very angry and did not try to conceal it and gave it back to them. ",anger,"[0.99668497, 0.98640686, 0.9409825, 0.94931555, 0.037027467, 0.9270931, 0.9718612]",0.99668497
sadness,"My sweetheart left me, or rather we decided to break it off by mutual consent. The consequences were - unrestrained weeping, feelings of loneliness, hopelessness and disconsolation. I felt that I should find a friend, to talk to joyfully and to forget. ",sadness,"[0.6450248, 0.87652445, 0.9079689, 0.8927175, 0.0047356654, 0.990072, 0.95857394]",0.990072
disgust,"Out of sheer curiosity, I went to see a pornographic movie in Copenhagen. The room was full of men, who panted and masturbated. Very disgusting. ",disgust,"[0.79424685, 0.99162734, 0.5344669, 0.63013494, 0.0045349393, 0.3575218, 0.9393357]",0.99162734
shame,"After having quarelled unnecessarily and without any reason, and having been stupidly cross in every way. ",anger,"[0.9929831, 0.9687085, 0.13065545, 0.74688023, 0.00018694824, 0.19914097, 0.98108715]",0.9929831
guilt,Forced to fill in a questionnaire. ,shame,"[0.7287086, 0.7807374, 0.7881015, 0.40015665, 0.0012015422, 0.47694165, 0.79806113]",0.79806113
joy,When I won a tennis match. ,joy,"[0.16135181, 0.015040531, 0.04949336, 0.1448833, 0.96424747, 0.02999372, 0.01254211]",0.96424747
fear,When my dog ran out on thin ice last spring. ,sadness,"[0.9388519, 0.9644104, 0.964573, 0.9052847, 0.035471614, 0.980123, 0.9633518]",0.980123
anger,When my tennis match was interrupted because a kid cycled right into the court. ,anger,"[0.96549594, 0.9483398, 0.92726076, 0.8982008, 0.01688207, 0.935845, 0.9412545]",0.96549594
joy,Celebrations on the graduation day with the orchestra playing in the garden ( I am a part of this orchestra). ,joy,"[0.00035242314, 0.00020403441, 0.0002717688, 0.0020382167, 0.9808725, 0.00021523694, 0.00022444592]",0.9808725
fear,Risk of being involved in a fight after a party. ,fear,"[0.86250705, 0.8287219, 0.9689126, 0.78533167, 0.00053704245, 0.7671206, 0.9067869]",0.9689126
anger,"I had a very heavy work load and two colleagues, whom I have nothing against, disturbed me by ""terror ringing"", i. e continously interrupting me by telephoning. ",fear,"[0.894151, 0.89811826, 0.9709815, 0.8867706, 0.00022213851, 0.91523474, 0.91953945]",0.9709815
sadness,After an exam which I failed. ,shame,"[0.91445374, 0.93140215, 0.88635874, 0.9532654, 0.00056034507, 0.9790487, 0.9841579]",0.9841579
shame,"When I overtook a car on the mainroad, misjudging the distance of an oncoming car and this resulted in tooting and flashing from the other driver (we could have collided), and I had an acquaintance in the car with me. ",shame,"[0.9177111, 0.7677126, 0.95363325, 0.9455221, 0.024576614, 0.8808236, 0.9568348]",0.9568348
guilt,"I saw a neighbour, from the same appartment block as me, lying on the road. He could have been injured or ill. I kept metres away and did not go to help him. ",fear,"[0.8833437, 0.8258234, 0.9659016, 0.91376543, 0.024506662, 0.92855483, 0.88234967]",0.9659016
joy,When I met an old schhol friend (school love). ,joy,"[0.0007132225, 0.0005912416, 0.0025031024, 0.078044824, 0.9622401, 0.29435942, 0.011553248]",0.9622401
fear,"When I was cycling to school, I nearly got knocked down by a car which (overtook me too closely) did not give me any swerving space. ",shame,"[0.9597194, 0.93884593, 0.9743756, 0.92025465, 0.03928744, 0.9431734, 0.98085207]",0.98085207
anger,"When I was deputy manager during the Summer, certain deputies took liberties, more than what was normal. ",shame,"[0.9572341, 0.954462, 0.7407246, 0.9231097, 0.025879845, 0.92080235, 0.9716697]",0.9716697
sadness,"When I realized that my girlfriend, whom I like, and I were going to separate. ",sadness,"[0.6929167, 0.4445695, 0.895498, 0.9046824, 0.005516756, 0.97286993, 0.9104263]",0.97286993
